Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^	NULL	13	U+005E		
$	NULL	406	U+0024		
(	NULL	11	U+0028	"(mùa)_thu,(xe)_búyt,chữa_(bệnh)"	
)	NULL	11	U+0029	"(mùa)_hẹ,(mùa)_xuân,tuân_(theo)"	
^m$	m	1	U+005E U+006D U+0024	"m"	Vietnamese
^ổ$	ổ/oʊ	1	U+005E U+1ED5 U+0024	"ổ"	Vietnamese
H	H/h	1	U+0048	"nhà_thờ_Hồi_giáo"	Vietnamese
_	_	731	U+005F	"bưu_thiếp,luống_cày,quay_vòng"	Vietnamese
a	a	51	U+0061	"cổ_aó,nhanh,sự_ca_ngợi"	Vietnamese
b	ɓ	41	U+0062	"buôn_bán,lẩm_bẩm,nhà_bếp"	Vietnamese
c	k	94	U+0063	"gốc_cây,khung_cửi_dệt_vải,ngựa_con"	Vietnamese
d	z	26	U+0064	"chị_dâu,con_dấu,sự_cưỡng_dâm"	Vietnamese
e	e	19	U+0065	"chị_em_gái,lúa_mạch_đen,đem"	Vietnamese
g	g	15	U+0067	"cháu_gái,chị_em_gái,em_gái"	Vietnamese
h	h	38	U+0068	"(mùa)_hẹ,ngân_hàng,nữ_hoàng"	Vietnamese
i	i	130	U+0069	"liềm,rìu_chiến,sinh"	Vietnamese
k	k	15	U+006B	"chim_kền_kền,người_chứng_kiến,ăn_kiêng"	Vietnamese
l	l	50	U+006C	"hải_ly,sự_phản_bội_lời_thề,thuốc_lá"	Vietnamese
m	m	82	U+006D	"hôm_qua,làm_vỡ,người_ăn_mày"	Vietnamese
n	n	114	U+006E	"Thuốc_độc_cho_con_cá,người_chăn_súc_vật,tồn_tại"	Vietnamese
o	ɔ	63	U+006F	"bò_con,cá_voi,khoan_đào"	Vietnamese
p	p	11	U+0070	"aó_ponsô,pháp_viện,sân_đập_lúa"	Vietnamese
q	k	3	U+0071	"ma_qủy,ngọc_đá_qúy,qúy_tộc"	
r	r	16	U+0072	"làm_rỗng,lợn_rừng,nguyền_rủa"	Vietnamese
s	s	35	U+0073	"chó_sói,cảnh_sát,mũ_sắt"	Vietnamese
t	t	95	U+0074	"bánh_bột_sắn,húyt_sáo,lòng_bàn_tay"	Vietnamese
