Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
éh	é/e h	3	U+00E9 U+0068	"léhér,memperboléhkan,séhat"	Indonesian
és	é/e s	7	U+00E9 U+0073	"bésok,menggésék,présidén"	Indonesian
éw	é/e w	5	U+00E9 U+0077	"bréwok,déwa,léwat"	Indonesian
^kh	kʰ	1	U+005E U+006B U+0068	"khitan"	Indonesian
^ng	ŋ	2	U+005E U+006E U+0067	"ngobrol,ngomong"	
^ny	ɲ	4	U+005E U+006E U+0079	"nyala_(api),nyamuk,nyawa"	
^sh	s	1	U+005E U+0073 U+0068	"sholat"	Indonesian
^sy	ʃ	1	U+005E U+0073 U+0079	"syurga"	
ai$	aɪ	31	U+0061 U+0069 U+0024	"anak_sungai,mencurigai,mengendarai"	
au$	aʊ	18	U+0061 U+0075 U+0024	"beliau,hijau,kau"	
ng$	ŋ	216	U+006E U+0067 U+0024	"cangklong,lengkung,tulang"	
éh$	é/e h	1	U+00E9 U+0068 U+0024	"téh"	Indonesian
és$	é/e s	1	U+00E9 U+0073 U+0024	"menétés"	Indonesian
