Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
$	NULL	2	U+0024		
(	NULL	1	U+0028	"múu_(ná)"	
)	NULL	1	U+0029	"múu_(ná)"	
^à$	à/a	1	U+005E U+00E0 U+0024	"à"	Hausa
^íi$	íi/iː	1	U+005E U+00ED U+0069 U+0024	"íi"	
^mântáa$	m â/a n t áa/aː	1	U+005E U+006D U+00E2 U+006E U+0074 U+00E1 U+0061 U+0024	"mântáa"	
^màr̃tȏo$	m à/a r t ȏo/oː	1	U+005E U+006D U+00E0 U+0072 U+0303 U+0074 U+020F U+006F U+0024	"màr̃tȏo"	
^bà.....bá$	b à/a _ b á/a	1	U+005E U+0062 U+00E0 U+002E U+002E U+002E U+002E U+002E U+0062 U+00E1 U+0024	"bà.....bá"	
-	+	4	U+002D	"lóokàcí-lóokàcí,mùtûm-mùtùmíi,yànzú-yànzú"	Hausa
_	_	327	U+005F	"mài_zártsíi,yí_máfár̃kíi,yí_ámái"	Hausa
a	a	5	U+0061	"gàyyatàa,yíi_wà_wani_ràuníi,àl'áadàa"	Hausa
b	b	134	U+0062	"báa_dà_jàwáabìi,kíbíyàa,àbíncí"	Hausa
c	tʃ	66	U+0063	"másálláacíi,yí_bárcíi,ɗáu_cíkìi"	Hausa
d	d	114	U+0064	"gádàa,gídán_wáyàa,sháidàr̃_zûr̃"	Hausa
f	ɸ	112	U+0066	"jéefàa,màlàfáa,máhàifáa"	Hausa
g	g	100	U+0067	"gáashìn_gàbáa,gìzàagóo,yí_gùnàagúníi"	Hausa
h	h	32	U+0068	"mài_dúhúu,mài_hánkàlíi,máhàifáa"	Hausa
i	i	111	U+0069	"káayán_áikìi,mài_háskée,mài_ɗìmíi"	Hausa
j	dʒ	55	U+006A	"dáajìi,hánjíi,ínjìi"	Hausa
k	k	261	U+006B	"mákár̃ántáa,sìlíkìi,tsállàkée"	Hausa
l	l	122	U+006C	"dàláalà,fìtílàa,múlmùláa"	Hausa
m	m	178	U+006D	"támàcèn_àládèe,yí_àláamàa,ƙwàayár̃_máagàníi"	Hausa
n	n	372	U+006E	"gàníimàa,shéekáránjíyà,ƙánèe"	Hausa
o	o	1	U+006F	"ƴar̃_wâa_or_ɗan_wâa"	Hausa
r	r	270	U+0072	"fàráutàa,gàríi,yáaròo"	Hausa
s	s	90	U+0073	"mài_sánƙóo,wúrín_bùusáa,ɗán_ƙásáa"	Hausa
t	t	157	U+0074	"bùr̃kùtù,bùtôo,yí_túusàa"	Hausa
u	u	147	U+0075	"cùutáa,máràs_náuyíi,ƙàalùubàlántàa"	Hausa
w	w	114	U+0077	"dúutsèn_wúyàa,mài_wàayóo,ɓàráawòo"	Hausa
y	j	181	U+0079	"máràs_náuyíi,ámyàa,ƙéeyàa"	Hausa
z	z	42	U+007A	"hàrzáa,mài_zúwàa,máràs_zúrfíi"	Hausa
à	à/a	393	U+00E0	"fásàlíi,mài_dáuɗàa,mài_máƙòo"	Hausa
á	á/a	639	U+00E1	"háskée,kái_hárìi,sáuróo"	Hausa
â	â/a	47	U+00E2	"kwât,kâi,àbíncín_yâmmáa"	Hausa
è	è/e	9	U+00E8	"dúutsèn_wúyàa,hárshèn_wútáa,káshè_áurée"	Hausa
é	é/e	4	U+00E9	"fénnì,féntì,kàléndà"	Hausa
ê	ê/e	4	U+00EA	"bêl,fêl,sìkêt"	Hausa
ì	ì/i	100	U+00EC	"bìr̃kíi,shímfìɗáa,àdìr̃éeshìi"	Hausa
í	í/i	295	U+00ED	"góoɗíyáa,míjìi,yí_tàaríi"	Hausa
î	î/i	7	U+00EE	"Lìtìnîn,fîn,jîp"	Hausa
ò	ò/o	1	U+00F2	"bàr̃kònóo"	Hausa
ó	ó/o	5	U+00F3	"gádón_fítôowaa,àllón_kàafáaɗàa,ƙólóolówáa"	Hausa
ô	ô/o	5	U+00F4	"bôm,fôk,r̃ôb"	Hausa
ù	ù/u	123	U+00F9	"hùr̃shéetìi,à_bùushé,ƙùmbáa"	Hausa
ú	ú/u	328	U+00FA	"kújèeráa,sháanúu,túdùu"	Hausa
û	û/u	10	U+00FB	"fáatàr̃_kûnnée,mùtûm,mùtûm-mùtùmíi"	Hausa
ƙ	kʼ	89	U+0199	"bàaƙóo,ján_ƙárfèe,mài_ƙárfíi"	Hausa
ɓ	ɓ	21	U+0253	"háɓàa,táɓàa,yí_jìɓíi"	Hausa
ɗ	ɗ	65	U+0257	"kíɗàa,shímfìɗáa,àllón_kàafáaɗàa"	Hausa
’	ʔ	8	U+2019	"má’áikátáa,r̃á’àyíi,sháa’ìr̃íi"	Hausa
'à	ʔ à/a	8	U+0027 U+00E0	"shàr̃i'àa,sáa'àa,yí_wá'àzíi"	Hausa
'á	ʔ á/a	2	U+0027 U+00E1	"má'áikátáa,àl'áadàa"	Hausa
'ì	ʔ ì/i	3	U+0027 U+00EC	"bàláa'ìn_yúnwàa,dáa'ìr̃áa,yí_jìmmáa'ìi"	Hausa
'î	ʔ î/i	1	U+0027 U+00EE	"shà'îr̃"	Hausa
