Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^	NULL	3	U+005E		
.	NULL	8	U+002E	"gə́rè…..bèn,ngáwò...._bèn,ngáwò…..bèn"	Kanuri
…	NULL	2	U+2026	"gə́rè…..bèn,ngáwò…..bèn"	Kanuri
^-a$	+ a	1	U+005E U+002D U+0061 U+0024	"-a"	Kanuri
-	+	4	U+002D	"-làn,-mbèn,kàm-kám"	Kanuri
_	_	138	U+005F	"kàkkádə̀_hàwârbè,kə̀lâ_mâìbè,wásàm_yikko"	Kanuri
b	b	153	U+0062	"ngáwò…..bèn,tàmbə́rtə́,àbàdá"	Kanuri
c	tʃ	24	U+0063	"kárè_cídàbè,nə̀mcə́lə́m,sóró_cínnàbè"	Kanuri
d	d	195	U+0064	"bə̀ládéyà,gádà,tàdàmí"	Kanuri
f	f	32	U+0066	"díwò_férò,fə̀làìfə̀láì,kùndúlì_fúwùbè"	Kanuri
g	g	197	U+0067	"bàntə̀gə̀né,kànzə́gə́,kúlìkə̀mágə̀n"	Kanuri
h	h	4	U+0068	"báhàr,kàkkádə̀_hàwârbè,záhìr"	Kanuri
i	i	2	U+0069	"kə̀náshîm_yikko,wásàm_yikko"	Kanuri
j	dʒ	72	U+006A	"dújì,gàjàjàk,àrájì"	Kanuri
k	k	137	U+006B	"bìské_fàrtà,dùngòktə́,ngâm_kúrà"	Kanuri
l	l	276	U+006C	"mə̀láttə́,ngə́lárò,súsú_tə́rwə́lə̀mbè"	Kanuri
m	m	242	U+006D	"dámbáshì,fə̂r_ngə́rmà,kámbà"	Kanuri
n	n	218	U+006E	"búndúgə̀,kúndùwú,màkàràndí"	Kanuri
p	p	15	U+0070	"nàptə́,náptə́,tə̀ptà"	Kanuri
r	r	340	U+0072	"kùrúwù,tàmbə́rtə́,yâkúrà"	Kanuri
s	s	74	U+0073	"lúsùr,múskò,wásə́là"	Kanuri
t	t	388	U+0074	"dóktà,féfétò,kámbétə́"	Kanuri
u	u	1	U+0075	"kâu_kə̀ráttə́ràm"	Kanuri
w	w	97	U+0077	"jáwá,ngáwánà,ngáwò…..bèn"	Kanuri
y	j	46	U+0079	"kíyí,mâìyá,míyà"	Kanuri
z	z	44	U+007A	"mánzàr,nzə̀gə́rtə́,àzàltə́"	Kanuri
à	à/a	445	U+00E0	"hàlàktà,ngáwàr,nə̀mjàù"	Kanuri
á	á/a	467	U+00E1	"báskùr,káwùrì,nâ_ádə̀"	Kanuri
â	â/a	78	U+00E2	"kə̀lâ_mâìbè,nâ_ádə̀,shàrâ_kàmtà"	Kanuri
è	è/e	45	U+00E8	"kàmcèjí,kùlùwèrám,sə̀rèn"	Kanuri
é	é/e	69	U+00E9	"kél,sə́ngéttə́,tə́nénè"	Kanuri
ê	ê/e	13	U+00EA	"dìrìngêl,jê_tàùtáùbè,kàzêm_ngámdə̀"	Kanuri
ì	ì/i	126	U+00EC	"jìnjîr,sháìr,tìló"	Kanuri
í	í/i	155	U+00ED	"díwò,làntə̀ríkì,wódíshà_sèkkìn"	Kanuri
î	î/i	53	U+00EE	"bàyîl,jóngò_mààrá_njîbè,shî_kə̀skábè"	Kanuri
ò	ò/o	110	U+00F2	"kàkkádə̀_tàmbòbè,kə̀móló_yòktà,ngùwòltó"	Kanuri
ó	ó/o	105	U+00F3	"cókkól_shélìà,jólóló,rótə́gə́"	Kanuri
ô	ô/o	15	U+00F4	"fôk,ngôr,sô_njátòmà"	Kanuri
ù	ù/u	143	U+00F9	"dùndú,gàpcìwùnó,hòwùmtə́"	Kanuri
ú	ú/u	190	U+00FA	"dìfúnò,kúrtútə́,kúrwú"	Kanuri
û	û/u	25	U+00FB	"ngûr,sàwûl,zâr_bûbè"	Kanuri
ǎ	ǎ/a	5	U+01CE	"bə́rì_kǎùsùbè,tǎttə́,ádə̀gǎì"	Kanuri
ǔ	ǔ/u	1	U+01D4	"kǔltù"	Kanuri
ə	ə/ɨ	1	U+0259	"yəmbò"	Kanuri
'á	'á/a	1	U+0027 U+00E1	"nà'ám"	Kanuri
^b	b	117	U+005E U+0062	"bàyèntə́,bùrôs,bû"	Kanuri
^c	tʃ	59	U+005E U+0063	"cík,cíì,cə́dí_lólójì"	Kanuri
^d	d	96	U+005E U+0064	"dàlíl,dégátà,dínàr"	Kanuri
^f	f	87	U+005E U+0066	"fàntə́,fátáfátámà,fútə́"	Kanuri
^g	g	59	U+005E U+0067	"gérgèr,gùdùgùdú,gə́rè…..bèn"	Kanuri
^h	h	14	U+005E U+0068	"hàwà,hámmà,hòwùmtə́"	Kanuri
^j	dʒ	35	U+005E U+006A	"jâu,jòlí,jòró"	Kanuri
^k	k	394	U+005E U+006B	"kárgí,kásúwá,kúttù"	Kanuri
^l	l	65	U+005E U+006C	"làmbàtû,lìò,lòrùtə́"	Kanuri
^m	m	64	U+005E U+006D	"mbə́ltə́,mánà_mátə́,máské"	Kanuri
^n	n	157	U+005E U+006E	"ngádákàwú,nzùndò,nágə̀"	Kanuri
^p	p	2	U+005E U+0070	"pòlîs,póskàt"	Kanuri
^r	r	26	U+005E U+0072	"ràwò,rézà,róbà"	Kanuri
^s	s	84	U+005E U+0073	"sámnó,sówórì,súwúlí_kə́nzàbè"	Kanuri
^t	t	100	U+005E U+0074	"tájírwà,tòlî,tə́lìn"	Kanuri
^w	w	41	U+005E U+0077	"wàtə̀má,wáràwí,wòrmàtə́"	Kanuri
^y	j	45	U+005E U+0079	"yádì,yéstə́,yìwò"	Kanuri
^z	z	23	U+005E U+007A	"zàrí_càlícálì,zàìtûn,záwà_súbè"	Kanuri
^Á	Á/a	1	U+005E U+00C1	"Álà"	Kanuri
^à	à/a	32	U+005E U+00E0	"àbí,àbígǎìnyìn,àgógó"	Kanuri
^á	á/a	22	U+005E U+00E1	"ádə̀gǎì,áìwú,áìwúà"	Kanuri
^â	â/a	2	U+005E U+00E2	"âm,âu"	Kanuri
^í	í/i	4	U+005E U+00ED	"ínjìn,ísò"	Kanuri
^ó	ó/o	1	U+005E U+00F3	"ódà_dìò"	Kanuri
^ù	ù/u	1	U+005E U+00F9	"ùgú"	Kanuri
bb	b b	5	U+0062 U+0062	"cíbbù,kábbì,kábbí"	Kanuri
cc	tʃ tʃ	1	U+0063 U+0063	"bàccíà"	Kanuri
k$	k	8	U+006B U+0024	"cík,fárák,nə̀mmə̀náfùk"	Kanuri
kk	k k	33	U+006B U+006B	"kámúrò_yùkkùrùwò,kə̀náshîm_yikko,sàkkân"	Kanuri
kw	k w	1	U+006B U+0077	"kwákwà"	Kanuri
l$	l	48	U+006C U+0024	"cìngâl,kàmbîl,sàwûl"	Kanuri
ll	l l	11	U+006C U+006C	"còlló,lìwùllá,shíllà"	Kanuri
ls	l s	1	U+006C U+0073	"súlsúl"	Kanuri
lw	l w	9	U+006C U+0077	"jìlwá,súlwé,àlwútà"	Kanuri
m$	m	99	U+006D U+0024	"báràm,mùskòrám,tàdàrám"	Kanuri
mm	m m	4	U+006D U+006D	"hámmà,júmmà,nə̀mmə̀náfùk"	Kanuri
ms	m s	2	U+006D U+0073	"gúmsù,kámsàl"	Kanuri
n$	n	55	U+006E U+0024	"kə́nzə́n,lèmûn,àbígǎìnyìn"	Kanuri
ng	ŋ	68	U+006E U+0067	"bə̀làlàngáì,hángàl,kə́ngâl"	
nn	n n	16	U+006E U+006E	"kánnù,kánnú,zànnù"	Kanuri
ny	ɲ	17	U+006E U+0079	"bə́rnyí,gə̀nyí,sànyàrám"	
o$	o	2	U+006F U+0024	"kə̀náshîm_yikko,wásàm_yikko"	Kanuri
p$	p	8	U+0070 U+0024	"jélàp,klóp,ájàp"	Kanuri
r$	r	56	U+0072 U+0024	"jìnjîr,kànàndîr,kə̀mâr"	Kanuri
rr	r r	2	U+0072 U+0072	"fêrrò_kə̀mbâ,nûrrà"	Kanuri
rs	r s	4	U+0072 U+0073	"fə́rsə̀nà,kúrsáshíà,kə́rsàsà"	Kanuri
rw	r w	23	U+0072 U+0077	"bàrwùnó,fə̂r_kùrwúdì,tárwúnà"	Kanuri
s$	s	3	U+0073 U+0024	"bàrmús,bás,gə̀rəˆs"	Kanuri
sh	ʃ	16	U+0073 U+0068	"dámbáshì,káshí,shíllà_shítíbè"	Kanuri
t$	t	6	U+0074 U+0024	"hélmèt,kôt,sìkêt"	Kanuri
tt	t t	27	U+0074 U+0074	"kúttù,kə̀máttə̀n,àbàttə́"	Kanuri
u$	u	5	U+0075 U+0024	"jâu,kâu,âu"	Kanuri
à$	à/a	242	U+00E0 U+0024	"gùrjámà,kwôngâ_nyìyáà,mìnístà"	Kanuri
àh	à/a h	1	U+00E0 U+0068	"wàhàrtə́"	Kanuri
às	à/a s	22	U+00E0 U+0073	"kàsàttə́,kàsâm,kàsùwùmá"	Kanuri
àw	à/a w	41	U+00E0 U+0077	"jìràwûn,ngàwùrè,ngàwúlì"	Kanuri
àà	àà/aː	6	U+00E0 U+00E0	"jààptà,jóngò_mààrá_njîbè,mààrá_cídíbè"	Kanuri
á$	á/a	86	U+00E1 U+0024	"gàdìmá,kàká,sàwə̀rmá"	Kanuri
áá	áá/aː	1	U+00E1 U+00E1	"sáátə́"	Kanuri
â$	â/a	36	U+00E2 U+0024	"kwâ,kâ,nyìyâ"	Kanuri
âs	â/a s	1	U+00E2 U+0073	"ngâsô"	Kanuri
è$	è/e	67	U+00E8 U+0024	"kàkkádə̀_tàmbòbè,kárè_dáwùbè,kə̀lâ_mâìbè"	Kanuri
ès	è/e s	2	U+00E8 U+0073	"fə̀rèsìdân,ngèstə́"	Kanuri
èw	è/e w	5	U+00E8 U+0077	"mèwûn_ndîn,mèwûn_tìlôn,nə̀mlèwáà"	Kanuri
é$	é/e	31	U+00E9 U+0024	"cìmé,gàdángàré,ngàrkìmé"	Kanuri
és	é/e s	3	U+00E9 U+0073	"césà,dàngə̀résé,yéstə́"	Kanuri
éw	é/e w	3	U+00E9 U+0077	"béwó,sə̀kùldə̀réwà,téwùr"	Kanuri
ê$	ê/e	13	U+00EA U+0024	"bê,jê,kàngê"	Kanuri
ì$	ì/i	126	U+00EC U+0024	"dóndì,kə̀gə̀shì,nə̀ndə́lì"	Kanuri
ìs	ì/i s	4	U+00EC U+0073	"bìské,bìské_fàrtà,fìsàttə́"	Kanuri
ìw	ì/i w	13	U+00EC U+0077	"lìwò,shìwá,áìwúà"	Kanuri
ìì	ìì/iː	1	U+00EC U+00EC	"lììtàrí"	Kanuri
í$	í/i	86	U+00ED U+0024	"kúttí,nyí,àndí"	Kanuri
íí	íí/iː	2	U+00ED U+00ED	"jíínà,líítà"	Kanuri
î$	î/i	23	U+00EE U+0024	"kə̀rî,njî,shî"	Kanuri
ò$	ò/o	123	U+00F2 U+0024	"kàúdò,kúlò,ngúdò"	Kanuri
òs	ò/o s	2	U+00F2 U+0073	"kòsòmá,mòsóró"	Kanuri
òw	ò/o w	7	U+00F2 U+0077	"bòwòtà,fòwòlí,hòwùmtə́"	Kanuri
ó$	ó/o	47	U+00F3 U+0024	"cúró,kùbènó,kə̀rmó"	Kanuri
ós	ó/o s	6	U+00F3 U+0073	"kósò,sósì,wóstə́"	Kanuri
ów	ó/o w	10	U+00F3 U+0077	"fówó,hówùm,shílówù"	Kanuri
ô$	ô/o	7	U+00F4 U+0024	"màntô,ràtô,rô"	Kanuri
ù$	ù/u	73	U+00F9 U+0024	"bárwù,bù,shílówù"	Kanuri
ùs	ù/u s	16	U+00F9 U+0073	"bə́rì_kǎùsùbè,kùsû,wùskə́"	Kanuri
ùw	ù/u w	22	U+00F9 U+0077	"lùwò,mósùwà,rùwùtə́"	Kanuri
ú$	ú/u	41	U+00FA U+0024	"gòdú,gùdùgùdú,ndàwú"	Kanuri
û$	û/u	8	U+00FB U+0024	"bû,kùsû,sû"	Kanuri
ǒ$	ǒ/o	1	U+01D2 U+0024	"màsǒ"	Kanuri
əˆ	əˆ/ɨ	1	U+0259 U+02C6	"gə̀rəˆs"	Kanuri
ə̀	ə̀/ɨ	251	U+0259 U+0300	"kə̀ntágə̀,mə̀ktə́gə́ràm,nzə̀mbòràm"	Kanuri
ə́	ə́/ɨ	203	U+0259 U+0301	"bə́nyì,sə́wà,zə́kkà"	Kanuri
ə̂	ə̂/ɨ	10	U+0259 U+0302	"fə̂r_ngə́rmà,kàlə̂m,ngògə̂m"	Kanuri
ə̔	ə̔/ə	1	U+0259 U+0314	"kə̔lâbê"	Kanuri
'à$	'à/a	1	U+0027 U+00E0 U+0024	"á'à"	Kanuri
^kw	k w	12	U+005E U+006B U+0077	"kwánò,kwâl,kwângâ"	Kanuri
