Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^ny	ɲ	6	U+005E U+006E U+0079	"nyètə́,nyètə́ràm,nyí"	
^sh	ʃ	32	U+005E U+0073 U+0068	"sháìr,shètán,shîlàn_báktə́"	Kanuri
^às	à/a s	1	U+005E U+00E0 U+0073	"àsír"	Kanuri
^àw	à/a w	2	U+005E U+00E0 U+0077	"àwá_cíntà,àwó"	Kanuri
ng$	ŋ	3	U+006E U+0067 U+0024	"góngóng,wáyáng"	
nsh	n ʃ	1	U+006E U+0073 U+0068	"kə̀nshê"	Kanuri
psh	p ʃ	1	U+0070 U+0073 U+0068	"tə́pshì"	Kanuri
àsh	à/a ʃ	2	U+00E0 U+0073 U+0068	"kàshíngò,kàskàshí"	Kanuri
àà$	àà/aː	1	U+00E0 U+00E0 U+0024	"wàltàà"	Kanuri
âs$	â/a s	2	U+00E2 U+0073 U+0024	"bâs,gə̀lâs"	Kanuri
ésh	é/e ʃ	1	U+00E9 U+0073 U+0068	"àdréshì"	Kanuri
ìs$	ì/i s	1	U+00EC U+0073 U+0024	"kúrìs"	Kanuri
îs$	î/i s	1	U+00EE U+0073 U+0024	"pòlîs"	Kanuri
ôs$	ô/o s	1	U+00F4 U+0073 U+0024	"bùrôs"	Kanuri
ə̀$	ə̀/e	53	U+0259 U+0300 U+0024	"kàzêm_ngámdə̀,kə̀lə́gə̀,rádə̀"	Kanuri
ə́$	ə́/ɨ	226	U+0259 U+0301 U+0024	"fìsàttə́,tǎttə́,àshêm_gòtə́"	Kanuri
ə̌$	ə̌/ɨ	1	U+0259 U+030C U+0024	"kə̀skə̌"	Kanuri
^àsh	à/a ʃ	3	U+005E U+00E0 U+0073 U+0068	"àsháná,àshêm_gòtə́,àshêm_zə̀mtə́"	Kanuri
