Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^	NULL	11	U+005E		
^o$	o	1	U+005E U+006F U+0024	"o"	Imbabura Quechua
-	+	11	U+002D	"-chu,-kpi,-llatak"	Imbabura Quechua
_	_	130	U+005F	"allpa_chukchuy,subakupi_apana,ñaupashpa_apana"	Imbabura Quechua
a	a	1078	U+0061	"akllana,churajuna,warkuna"	Imbabura Quechua
b	b	81	U+0062	"debi,pamballa,tabla"	Imbabura Quechua
c	c	3	U+0063	"mircules,pascana,shicanyachina"	Imbabura Quechua
d	d	73	U+0064	"inti_llujshina_ladu,muyundi,padastru"	Imbabura Quechua
e	e	20	U+0065	"serbisa,shwiter,tilefunu"	Imbabura Quechua
f	ɸ	15	U+0066	"afilana_rumi,uchufa,ufrinda"	Imbabura Quechua
g	g	44	U+0067	"kintsilgu,shagra,shigra"	Imbabura Quechua
i	i	680	U+0069	"asina,bila,sibada"	Imbabura Quechua
j	x	67	U+006A	"allpa_jaku,lluchijana,rilijyún"	Imbabura Quechua
k	k	271	U+006B	"allku,bichashka,kutuk_rumi"	Imbabura Quechua
l	l	113	U+006C	"almuza,awilu,chunchuli"	Imbabura Quechua
m	m	148	U+006D	"paya_warmi,tamya_killa,umapi_apana"	Imbabura Quechua
n	n	529	U+006E	"bininu,kunga_nuka,wañuna"	Imbabura Quechua
o	o	4	U+006F	"koku,koshtumbri,umbrospi_markana"	Imbabura Quechua
p	p	135	U+0070	"ira_pamba,kalpana,piji_japik"	Imbabura Quechua
q	q	3	U+0071	"kulqui,kuriquinga,piqui"	Imbabura Quechua
r	ɾ	272	U+0072	"kiru_kara,kurtina,urmachina"	Imbabura Quechua
s	s	96	U+0073	"asua,prisidinti,sisa"	Imbabura Quechua
t	t	158	U+0074	"jatun_jucha,jatuna_pamba,kanastu"	Imbabura Quechua
u	u	585	U+0075	"lluki_ladu,shuti,uchufa"	Imbabura Quechua
w	w	61	U+0077	"kawza,shuwak,yawar"	Imbabura Quechua
y	j	145	U+0079	"kayna_chay_shuk_puncha,pukyu,shayachina"	Imbabura Quechua
z	z	22	U+007A	"iglizya,kawza,kazarashka_runa"	Imbabura Quechua
á	á/a	1	U+00E1	"alakrán"	Imbabura Quechua
í	í/i	1	U+00ED	"pilíkula"	Imbabura Quechua
ñ	ɲ	31	U+00F1	"albañil,mañana,tiñina"	Imbabura Quechua
ó	ó/o	1	U+00F3	"liyón"	Imbabura Quechua
ú	ú/u	4	U+00FA	"fúsfuru,rilijyún,tilibisyún"	Imbabura Quechua
^a	a	126	U+005E U+0061	"achka,aliyana,armarina"	Imbabura Quechua
^b	b	43	U+005E U+0062	"bijsayuk,bininu,bulana"	Imbabura Quechua
