Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^	NULL	19	U+005E		
$	NULL	385	U+0024		
ˇ	NULL	8	U+02C7	"hæ̃ˇy’b’ah,hũˇt,hũˇyʔah"	Hup
-		391	U+002D	"camam-,hitab-,wiç-"	Hup
_	_	139	U+005F	"j’áh_y’ũy’ũ´y’,mɔh_ká,nuh_hohód"	Hup
a	a	205	U+0061	"mɔyə̌kb’ah,naʔyɨʔɨy,wayyæ̃h-"	Hup
b	b	47	U+0062	"dɔwɔh_búg’,g’ub-,g’ubnaʔ-"	Hup
c	c	82	U+0063	"mécab’ah,nɔw_cacác,ʔarócu"	Hup
d	d	93	U+0064	"dedéb,hupʔɨd_cáʔ,pud_núh"	Hup
e	e	94	U+0065	"cet-,hǎt_ʔey-,peʔ_wɨdnæ̌n"	Hup
g	g	40	U+0067	"hãwɨg_hihũʔ-,kǝwǝg_pã´t,wág_hiyǽt"	Hup
h	h	160	U+0068	"dɔwɔ̌h_ʔun’-,nuh-,wædhɔm’æ̌h_nɔcáw"	Hup
i	i	120	U+0069	"hitab-,huphipãˇh,ʔintúg"	Hup
j	ɟ	11	U+006A	"j’ujtǐh,múj_ni-,tujd’ak-"	Hup
k	k	84	U+006B	"j’ib_kãkã´w,j’ɨk_kudú,tok-"	Hup
m	m	75	U+006D	"g’ǝm-,ʔæmtæ̃h,ʔũhmæh"	Hup
n	n	80	U+006E	"-nɨh,kǝkǝynɨ́h,yénu"	Hup
o	o	111	U+006F	"bohów’,popow-,tok_tɨ́t"	Hup
p	p	108	U+0070	"cópa,hupʔɨd_cáʔ,hæp-"	Hup
r	r	19	U+0072	"barutéru,kwádru,prita-"	Hup
t	t	157	U+0074	"cɔbɔt-,nutæ̌n,yutá"	Hup
u	u	104	U+0075	"buyj’óg,puhú,tu-"	Hup
v	v	2	U+0076	"cervéca,tedevicãw"	Hup
w	w	78	U+0077	"-wá,keytǝw-,tǎh_wæ̌dhɔb"	Hup
y	j	151	U+0079	"tãʔãy_dóʔ,way-,wayd’óʔteg"	Hup
á	á/a	115	U+00E1	"b’ɔkkáb,dapũh_j’ɨ̃p_wág,j’ám_hɔ̌tʔah"	Hup
ã	ã	41	U+00E3	"hãwɨg_hihũʔ-,wãˇʔ,w’ãʔw’ãʔ-"	Hup
æ	æ	68	U+00E6	"cǎc_g’æg,wǐh_g’æg,y’æt-"	Hup
ç	ç	9	U+00E7	"g’ǝç-,kukuç-,maç-"	Hup
é	é/e	21	U+00E9	"cédu,méya,pǝrégu"	Hup
í	í/i	24	U+00ED	"n’íp,tæ̃hʔín,ʔíp"	Hup
ñ	ɲ	1	U+00F1	"gaña-"	Hup
ó	ó/o	44	U+00F3	"dehd’óʔ,nuh_totóy’,wókteg"	Hup
ú	ú/u	46	U+00FA	"tuhúp,yúp_hũyʔah,y’úʔ"	Hup
ě	ě/e	11	U+011B	"dɔʔkěy,tahcěb,těg"	Hup
ĩ	ĩ	25	U+0129	"hɔ̃p_kə́kǝpʔĩh,pĩk-,tɨhpɨ´b_ʔĩh"	Hup
ŋ	ŋ	14	U+014B	"haŋcak-,haŋcɔw-,pɨnɨŋ-"	Hup
ũ	ũ	40	U+0169	"hũ_b’ɔ́k,hũ_pã´t,j’áh_y’ũy’ũ´y’"	Hup
ǎ	ǎ/a	51	U+01CE	"cadakǎʔ,pǎç_mɔy,tǎy"	Hup
ǐ	ǐ/i	8	U+01D0	"bǐʔ,j’ǐb,tiyǐʔ"	Hup
ǒ	ǒ/o	29	U+01D2	"b’ǒy_mɔy,j’ib_popǒg,mig’ǒd"	Hup
ǔ	ǔ/u	30	U+01D4	"caccǔd,pǔd,tǔk"	Hup
ǝ	ə	85	U+01DD	"g’ǝç-,kǝbǝt-,kǝwǝg_b’ɔ́k"	Hup
