Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	Languages
^as$	ɑ s	2	U+005E U+0061 U+0073 U+0024	"as"	Dutch
^eb$	ɛ p	1	U+005E U+0065 U+0062 U+0024	"eb"	Dutch
^ei$	ɛi	1	U+005E U+0065 U+0069 U+0024	"ei"	Dutch
^en$	ɛ n	1	U+005E U+0065 U+006E U+0024	"en"	Dutch
^ik$	ɪ k	1	U+005E U+0069 U+006B U+0024	"ik"	Dutch
^in$	ɪ n	3	U+005E U+0069 U+006E U+0024	"in"	Dutch
^ja$	j aː	1	U+005E U+006A U+0061 U+0024	"ja"	Dutch
^na$	n aː	1	U+005E U+006E U+0061 U+0024	"na"	Dutch
^nu$	n yː	1	U+005E U+006E U+0075 U+0024	"nu"	Dutch
^of$	ɔ f	1	U+005E U+006F U+0066 U+0024	"of"	Dutch
^op$	ɔ p	1	U+005E U+006F U+0070 U+0024	"op"	Dutch
^os$	ɔ s	1	U+005E U+006F U+0073 U+0024	"os"	Dutch
^te$	t ə	1	U+005E U+0074 U+0065 U+0024	"te"	Dutch
^wc$	ʋ eɪ s eɪ	1	U+005E U+0077 U+0063 U+0024	"wc"	Dutch
^aap$	aː p	1	U+005E U+0061 U+0061 U+0070 U+0024	"aap"	Dutch
^aas$	aː s	1	U+005E U+0061 U+0061 U+0073 U+0024	"aas"	Dutch
^als$	ɑ l s	1	U+005E U+0061 U+006C U+0073 U+0024	"als"	Dutch
^arm$	ɑ r m	2	U+005E U+0061 U+0072 U+006D U+0024	"arm"	Dutch
^bal$	b ɑ l	1	U+005E U+0062 U+0061 U+006C U+0024	"bal"	Dutch
^bed$	b ɛ t	1	U+005E U+0062 U+0065 U+0064 U+0024	"bed"	Dutch
^bek$	b ɛ k	1	U+005E U+0062 U+0065 U+006B U+0024	"bek"	Dutch
^bij$	b ɛi	1	U+005E U+0062 U+0069 U+006A U+0024	"bij"	Dutch
^bok$	b ɔ k	1	U+005E U+0062 U+006F U+006B U+0024	"bok"	Dutch
^bol$	b ɔ l	1	U+005E U+0062 U+006F U+006C U+0024	"bol"	Dutch
^bom$	b ɔ m	1	U+005E U+0062 U+006F U+006D U+0024	"bom"	Dutch
^bos$	b ɔ s	1	U+005E U+0062 U+006F U+0073 U+0024	"bos"	Dutch
^bot$	b ɔ t	2	U+005E U+0062 U+006F U+0074 U+0024	"bot"	Dutch
^bus$	b ʏ s	1	U+005E U+0062 U+0075 U+0073 U+0024	"bus"	Dutch
^dag$	d ɑ x	2	U+005E U+0064 U+0061 U+0067 U+0024	"dag"	Dutch
^dak$	d ɑ k	1	U+005E U+0064 U+0061 U+006B U+0024	"dak"	Dutch
^dal$	d ɑ l	1	U+005E U+0064 U+0061 U+006C U+0024	"dal"	Dutch
^den$	d ɛ n	1	U+005E U+0064 U+0065 U+006E U+0024	"den"	Dutch
^die$	d iː	1	U+005E U+0064 U+0069 U+0065 U+0024	"die"	Dutch
^dij$	d ɛi	1	U+005E U+0064 U+0069 U+006A U+0024	"dij"	Dutch
^dik$	d ɪ k	1	U+005E U+0064 U+0069 U+006B U+0024	"dik"	Dutch
^dom$	d ɔ m	1	U+005E U+0064 U+006F U+006D U+0024	"dom"	Dutch
^dun$	d ʏ n	1	U+005E U+0064 U+0075 U+006E U+0024	"dun"	Dutch
^eed$	eː t	1	U+005E U+0065 U+0065 U+0064 U+0024	"eed"	Dutch
^een$	eː n	1	U+005E U+0065 U+0065 U+006E U+0024	"een"	Dutch
^eik$	ɛi k	1	U+005E U+0065 U+0069 U+006B U+0024	"eik"	Dutch
^elf$	ɛ l f	2	U+005E U+0065 U+006C U+0066 U+0024	"elf"	Dutch
^els$	ɛ l s	1	U+005E U+0065 U+006C U+0073 U+0024	"els"	Dutch
^fee$	f eː	1	U+005E U+0066 U+0065 U+0065 U+0024	"fee"	Dutch
^gat$	x ɑ t	1	U+005E U+0067 U+0061 U+0074 U+0024	"gat"	Dutch
^gek$	x ɛ k	1	U+005E U+0067 U+0065 U+006B U+0024	"gek"	Dutch
^gif$	x ɪ f	1	U+005E U+0067 U+0069 U+0066 U+0024	"gif"	Dutch
^god$	x ɔ t	1	U+005E U+0067 U+006F U+0064 U+0024	"god"	Dutch
^hek$	h ɛ k	1	U+005E U+0068 U+0065 U+006B U+0024	"hek"	Dutch
^hel$	h ɛ l	2	U+005E U+0068 U+0065 U+006C U+0024	"hel"	Dutch
^hen$	h ɛ n	1	U+005E U+0068 U+0065 U+006E U+0024	"hen"	Dutch
^het$	ə t	2	U+005E U+0068 U+0065 U+0074 U+0024	"het"	Dutch
^hij$	h ɛi	2	U+005E U+0068 U+0069 U+006A U+0024	"hij"	Dutch
^hoe$	h uː	1	U+005E U+0068 U+006F U+0065 U+0024	"hoe"	Dutch
^hof$	h ɔ f	1	U+005E U+0068 U+006F U+0066 U+0024	"hof"	Dutch
^hut$	h ʏ t	1	U+005E U+0068 U+0075 U+0074 U+0024	"hut"	Dutch
^ijs$	ɛi s	1	U+005E U+0069 U+006A U+0073 U+0024	"ijs"	Dutch
^jas$	j ɑ s	2	U+005E U+006A U+0061 U+0073 U+0024	"jas"	Dutch
^jij$	j ɛi	1	U+005E U+006A U+0069 U+006A U+0024	"jij"	Dutch
^juk$	j ʏ k	1	U+005E U+006A U+0075 U+006B U+0024	"juk"	Dutch
^kam$	k ɑ m	1	U+005E U+006B U+0061 U+006D U+0024	"kam"	Dutch
^kar$	k ɑ r	1	U+005E U+006B U+0061 U+0072 U+0024	"kar"	Dutch
^kat$	k ɑ t	1	U+005E U+006B U+0061 U+0074 U+0024	"kat"	Dutch
^kin$	k ɪ n	1	U+005E U+006B U+0069 U+006E U+0024	"kin"	Dutch
^kip$	k ɪ p	1	U+005E U+006B U+0069 U+0070 U+0024	"kip"	Dutch
^koe$	k uː	1	U+005E U+006B U+006F U+0065 U+0024	"koe"	Dutch
^kom$	k ɔ m	1	U+005E U+006B U+006F U+006D U+0024	"kom"	Dutch
^kop$	k ɔ p	1	U+005E U+006B U+006F U+0070 U+0024	"kop"	Dutch
^lam$	l ɑ m	2	U+005E U+006C U+0061 U+006D U+0024	"lam"	Dutch
^lip$	l ɪ p	1	U+005E U+006C U+0069 U+0070 U+0024	"lip"	Dutch
^lof$	l ɔ f	1	U+005E U+006C U+006F U+0066 U+0024	"lof"	Dutch
^lui$	l œy	1	U+005E U+006C U+0075 U+0069 U+0024	"lui"	Dutch
^man$	m ɑ n	3	U+005E U+006D U+0061 U+006E U+0024	"man"	Dutch
^mat$	m ɑ t	1	U+005E U+006D U+0061 U+0074 U+0024	"mat"	Dutch
^mes$	m ɛ s	2	U+005E U+006D U+0065 U+0073 U+0024	"mes"	Dutch
^met$	m ɛ t	1	U+005E U+006D U+0065 U+0074 U+0024	"met"	Dutch
^moe$	m uː	1	U+005E U+006D U+006F U+0065 U+0024	"moe"	Dutch
^mug$	m ʏ x	1	U+005E U+006D U+0075 U+0067 U+0024	"mug"	Dutch
^nat$	n ɑ t	1	U+005E U+006E U+0061 U+0074 U+0024	"nat"	Dutch
^nee$	n eː	1	U+005E U+006E U+0065 U+0065 U+0024	"nee"	Dutch
^nek$	n ɛ k	1	U+005E U+006E U+0065 U+006B U+0024	"nek"	Dutch
^nok$	n ɔ k	1	U+005E U+006E U+006F U+006B U+0024	"nok"	Dutch
^nul$	n ʏ l	1	U+005E U+006E U+0075 U+006C U+0024	"nul"	Dutch
^oog$	oː x	1	U+005E U+006F U+006F U+0067 U+0024	"oog"	Dutch
^ooi$	oː j	1	U+005E U+006F U+006F U+0069 U+0024	"ooi"	Dutch
^oom$	oː m	3	U+005E U+006F U+006F U+006D U+0024	"oom"	Dutch
^oor$	oː r	1	U+005E U+006F U+006F U+0072 U+0024	"oor"	Dutch
^oud$	ɑu t	1	U+005E U+006F U+0075 U+0064 U+0024	"oud"	Dutch
^pad$	p ɑ t	1	U+005E U+0070 U+0061 U+0064 U+0024	"pad"	Dutch
^pan$	p ɑ n	1	U+005E U+0070 U+0061 U+006E U+0024	"pan"	Dutch
^pen$	p ɛ n	1	U+005E U+0070 U+0065 U+006E U+0024	"pen"	Dutch
^pil$	p ɪ l	1	U+005E U+0070 U+0069 U+006C U+0024	"pil"	Dutch
^pin$	p ɪ n	1	U+005E U+0070 U+0069 U+006E U+0024	"pin"	Dutch
^pot$	p ɔ t	1	U+005E U+0070 U+006F U+0074 U+0024	"pot"	Dutch
^pus$	p ʏ s	1	U+005E U+0070 U+0075 U+0073 U+0024	"pus"	Dutch
^ram$	r ɑ m	1	U+005E U+0072 U+0061 U+006D U+0024	"ram"	Dutch
^rat$	r ɑ t	1	U+005E U+0072 U+0061 U+0074 U+0024	"rat"	Dutch
^rib$	r ɪ p	1	U+005E U+0072 U+0069 U+0062 U+0024	"rib"	Dutch
^rif$	r ɪ f	1	U+005E U+0072 U+0069 U+0066 U+0024	"rif"	Dutch
^rog$	r ɔ x	1	U+005E U+0072 U+006F U+0067 U+0024	"rog"	Dutch
^rok$	r ɔ k	1	U+005E U+0072 U+006F U+006B U+0024	"rok"	Dutch
^rot$	r ɔ t	1	U+005E U+0072 U+006F U+0074 U+0024	"rot"	Dutch
^rug$	r ʏ x	1	U+005E U+0072 U+0075 U+0067 U+0024	"rug"	Dutch
^ruw$	r yː ʋ	2	U+005E U+0072 U+0075 U+0077 U+0024	"ruw"	Dutch
^sap$	s ɑ p	1	U+005E U+0073 U+0061 U+0070 U+0024	"sap"	Dutch
^sok$	s ɔ k	1	U+005E U+0073 U+006F U+006B U+0024	"sok"	Dutch
^tak$	t ɑ k	1	U+005E U+0074 U+0061 U+006B U+0024	"tak"	Dutch
^tin$	t ɪ n	1	U+005E U+0074 U+0069 U+006E U+0024	"tin"	Dutch
^top$	t ɔ p	1	U+005E U+0074 U+006F U+0070 U+0024	"top"	Dutch
^uil$	œy l	1	U+005E U+0075 U+0069 U+006C U+0024	"uil"	Dutch
^uur$	yː r	1	U+005E U+0075 U+0075 U+0072 U+0024	"uur"	Dutch
^val$	v ɑ l	1	U+005E U+0076 U+0061 U+006C U+0024	"val"	Dutch
^vee$	v eː	1	U+005E U+0076 U+0065 U+0065 U+0024	"vee"	Dutch
^ver$	v ɛ r	1	U+005E U+0076 U+0065 U+0072 U+0024	"ver"	Dutch
^vet$	v ɛ t	1	U+005E U+0076 U+0065 U+0074 U+0024	"vet"	Dutch
^vin$	v ɪ n	1	U+005E U+0076 U+0069 U+006E U+0024	"vin"	Dutch
^vis$	v ɪ s	1	U+005E U+0076 U+0069 U+0073 U+0024	"vis"	Dutch
^vlo$	v l oː	1	U+005E U+0076 U+006C U+006F U+0024	"vlo"	Dutch
^vol$	v ɔ l	1	U+005E U+0076 U+006F U+006C U+0024	"vol"	Dutch
^vos$	v ɔ s	1	U+005E U+0076 U+006F U+0073 U+0024	"vos"	Dutch
^wat$	ʋ ɑ t	1	U+005E U+0077 U+0061 U+0074 U+0024	"wat"	Dutch
^web$	ʋ ɛ p	1	U+005E U+0077 U+0065 U+0062 U+0024	"web"	Dutch
^weg$	ʋ ɛ x	1	U+005E U+0077 U+0065 U+0067 U+0024	"weg"	Dutch
^wet$	ʋ ɛ t	1	U+005E U+0077 U+0065 U+0074 U+0024	"wet"	Dutch
^wie$	ʋ iː	1	U+005E U+0077 U+0069 U+0065 U+0024	"wie"	Dutch
^wij$	ʋ ɛi	3	U+005E U+0077 U+0069 U+006A U+0024	"wij"	Dutch
^wit$	ʋ ɪ t	1	U+005E U+0077 U+0069 U+0074 U+0024	"wit"	Dutch
^wol$	ʋ ɔ l	1	U+005E U+0077 U+006F U+006C U+0024	"wol"	Dutch
^yam$	j ɑ m	1	U+005E U+0079 U+0061 U+006D U+0024	"yam"	Dutch
^zak$	z ɑ k	1	U+005E U+007A U+0061 U+006B U+0024	"zak"	Dutch
^zee$	z eː	1	U+005E U+007A U+0065 U+0065 U+0024	"zee"	Dutch
^zes$	z ɛ s	1	U+005E U+007A U+0065 U+0073 U+0024	"zes"	Dutch
^zij$	z ɛi	3	U+005E U+007A U+0069 U+006A U+0024	"zij"	Dutch
^zon$	z ɔ n	1	U+005E U+007A U+006F U+006E U+0024	"zon"	Dutch
^acht$	ɑ x t	1	U+005E U+0061 U+0063 U+0068 U+0074 U+0024	"acht"	Dutch
^ader$	aː d ə r	1	U+005E U+0061 U+0064 U+0065 U+0072 U+0024	"ader"	Dutch
^alle$	ɑ l ə	1	U+005E U+0061 U+006C U+006C U+0065 U+0024	"alle"	Dutch
^arts$	ɑ r t s	1	U+005E U+0061 U+0072 U+0074 U+0073 U+0024	"arts"	Dutch
