Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^	NULL	11	U+005E		
$	NULL	247	U+0024		
^a$	a	1	U+005E U+0061 U+0024	"a"	Kildin Saami
^tāxx’t$	t ā/aː xʲː t	1	U+005E U+0074 U+0101 U+0078 U+0078 U+2019 U+0074 U+0024	"tāxx’t"	
^jērrh’t-tāxx’t$	j ē/eː r̥ʲː t + t ā/aː xʲː t	1	U+005E U+006A U+0113 U+0072 U+0072 U+0068 U+2019 U+0074 U+002D U+0074 U+0101 U+0078 U+0078 U+2019 U+0074 U+0024	"jērrh’t-tāxx’t"	
-	+	126	U+002D	"lām’pes’-alka,tuarr-viešš,čōgk-rāss’"	Kildin Saami
_	_	52	U+005F	"njāl’kes’_kartoške,oaʒe_sājjm,šūrr_nāvv’t"	Kildin Saami
a	a	450	U+0061	"mann’,suaŋŋe,tadt"	Kildin Saami
b	b	31	U+0062	"ruvv’t-kabp’er’,vɨborɨ,šoabpše"	Kildin Saami
c	tʃ	16	U+0063	"kien’ces’,pūcke,īnces’-pierrk"	Kildin Saami
d	d	87	U+0064	"kīdt,sūdtej,vōdte"	Kildin Saami
e	e	616	U+0065	"tierrhpe,viešš’k,čieʒ’"	Kildin Saami
f	f	8	U+0066	"pоаfčas,tiel’fonn,toafant"	Kildin Saami
g	g	82	U+0067	"lōgke,mīgke,plūgk"	Kildin Saami
h	h	80	U+0068	"oteral’nehk,pluht,vuejhtxuvve"	Kildin Saami
i	i	198	U+0069	"kielselle,rieŋŋkmušš,svid’ét’el’stva"	Kildin Saami
j	j	117	U+006A	"kēnjal,njаff’ke,tiejnčliŋk"	Kildin Saami
k	k	184	U+006B	"kōšške,vūlkxe,šall’t-koahtess"	Kildin Saami
l	l	100	U+006C	"mealkas,sārnem-loann’t,ājkalt"	Kildin Saami
m	m	86	U+006D	"av’tmuss,bambúk,mīdt-jugkmušš"	Kildin Saami
n	n	118	U+006E	"lɨgkne,pl’eménihk,vūntas"	Kildin Saami
o	o	173	U+006F	"joaff,stienn-koahtess,voajxe"	Kildin Saami
p	p	77	U+0070	"nɨmm’poark,čōgk-pierec,ēxxtemploagk’"	Kildin Saami
r	r	85	U+0072	"korbenč,pierec,pravá"	Kildin Saami
s	s	45	U+0073	"jāvv_siem_tahkem_pērrht,kɨrr’tej-sāhpliŋk,vūsoarrk"	Kildin Saami
t	t	209	U+0074	"nījta,svid’ét’el’stva,vōdte"	Kildin Saami
