Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
$	NULL	2	U+0024		
^o$	o	1	U+005E U+006F U+0024	"o"	White Hmong
^w$	ɯ	1	U+005E U+0077 U+0024	"w"	White Hmong
^cw$	c ɯ	1	U+005E U+0063 U+0077 U+0024	"cw"	White Hmong
^pw$	p ɯ	1	U+005E U+0070 U+0077 U+0024	"pw"	White Hmong
^qw$	q ɯ	1	U+005E U+0071 U+0077 U+0024	"qw"	White Hmong
^tw$	t ɯ	1	U+005E U+0074 U+0077 U+0024	"tw"	White Hmong
^hws$	h ɯ ʂ	1	U+005E U+0068 U+0077 U+0073 U+0024	"hws"	White Hmong
^khw$	kʰ ɯ	2	U+005E U+006B U+0068 U+0077 U+0024	"khw"	White Hmong
^nws$	n ɯ ʂ	4	U+005E U+006E U+0077 U+0073 U+0024	"nws"	White Hmong
^qws$	q ɯ ʂ	1	U+005E U+0071 U+0077 U+0073 U+0024	"qws"	White Hmong
^tsw$	tʃ ɯ	1	U+005E U+0074 U+0073 U+0077 U+0024	"tsw"	White Hmong
-	+	102	U+002D	"hwj-txwv,nyiaj-hlis,taub-hau"	White Hmong
S	S/ʂ	1	U+0053	"Yawm_Saub"	White Hmong
V	V/v	1	U+0056	"thov_Vaj_Tswv"	White Hmong
_	+	122	U+005F	"chaw_nyob,hmo_ntuj,ua_mov_noj"	
a	a	737	U+0061	"laij,ntaj,vas_ntses"	White Hmong
b	b	60	U+0062	"dab-teg,puab-tsaig,taub-dag"	White Hmong
c	c	40	U+0063	"khob_cij,meb_cab,pas_cog_nplej"	White Hmong
d	d	24	U+0064	"da_dej,sib-deev,yis_dej"	White Hmong
e	e	176	U+0065	"dev,pes_tsawg,tsheb"	White Hmong
f	f	6	U+0066	"kas_fes,sib-faib,tus_raug_foob"	White Hmong
g	ŋ	1	U+0067	"tsuag-tsuag"	White Hmong
h	h	16	U+0068	"plaub-hau,plob_hav_zoov,taub-hau"	White Hmong
i	i	261	U+0069	"dais,gaib,nqaij"	White Hmong
j	j	27	U+006A	"caj-npab,daig_caj-dab,kaj-ntug"	White Hmong
k	k	30	U+006B	"hwj_kais,tso_kua_mis,zes_kab_laug_sab"	White Hmong
l	l	44	U+006C	"sab-laug,tsho_loj,zoo_li"	White Hmong
m	m	41	U+006D	"ciab-mu,cwj_mem,kua_muag"	White Hmong
n	n	28	U+006E	"ntses_nab,pojniam,txiv_neeb"	White Hmong
o	o	263	U+006F	"kaum_ob,thim_rov_qab,tob"	White Hmong
p	p	22	U+0070	"hauv_paus_ntoo,ntoo_peeb_lab,tso_paus"	White Hmong
q	q	28	U+0071	"av_qeeg,lau_qaib,ua_qaj"	White Hmong
r	ʈ	19	U+0072	"hneev_roj_hmab,qhov-rais,xa_rov_qab"	White Hmong
s	ʂ	30	U+0073	"caij_ntuj_sov,zes_kab_laug_sab,zoo_siab"	White Hmong
t	t	78	U+0074	"dab_tuag,npau_taws,ntuj-tawg_teb_txias"	White Hmong
u	u	345	U+0075	"kab_laug_sab,khauj-khaum,tus_raug_liam"	White Hmong
v	v	32	U+0076	"hiav-txwv,hnub_vas_xaum,qhov-ntswg"	White Hmong
w	ɯ	130	U+0077	"hwj-txwv,niam_tais_yawm_txiv,pob-tawb"	White Hmong
x	s	14	U+0078	"hnub_vas_xuv,nitv_tes_xoo,pej_xeem"	White Hmong
y	ʝ	26	U+0079	"hnyuv,ib_yam,tswv_yim"	White Hmong
