Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
mw	m w	2	U+006D U+0077	"ba’akomwechia,ta’ata_aman_komwechebetana"	Yaqui
n$	n	15	U+006E U+0024	"abion,eleksion,sien"	Yaqui
nn	n n	1	U+006E U+006E	"tenne"	Yaqui
ns	n s	11	U+006E U+0073	"insekto,lansam,ronse"	Yaqui
nw	n w	3	U+006E U+0077	"ama_yeyenwame,binwatu,joronwom"	Yaqui
o$	o	165	U+006F U+0024	"biino,ejpeeko,koato"	Yaqui
oo	oː	70	U+006F U+006F	"boote,kuchichi’iti_nooka,wikiata_jooa"	Yaqui
pp	p p	10	U+0070 U+0070	"jippue,puepplo,tappla"	Yaqui
ps	p s	5	U+0070 U+0073	"jiapsa,jiapsi,kaba_jiapsi"	Yaqui
pw	p w	1	U+0070 U+0077	"jujupwame"	Yaqui
r$	r	9	U+0072 U+0024	"altaar,lotor,teneror"	Yaqui
rw	r w	1	U+0072 U+0077	"sorwo"	Yaqui
s$	s	26	U+0073 U+0024	"aokos,kawis,los"	Yaqui
ss	s s	6	U+0073 U+0073	"bwassuma,nassa’akaria,pusse’ebem"	Yaqui
t$	t	19	U+0074 U+0024	"baakot,ili_jamut,nakapit"	Yaqui
tt	t t	26	U+0074 U+0074	"kaa_utte’ak,kitta,totta"	Yaqui
tw	t w	6	U+0074 U+0077	"jibwitwojo’oria,ketwi_bwa’ame,ketwo"	Yaqui
u$	u	56	U+0075 U+0024	"ansu,kuchu,siiku"	Yaqui
uu	uː	39	U+0075 U+0075	"buuru,kuuta,suumeiya"	Yaqui
yy	jː	1	U+0079 U+0079	"koyyoi"	Yaqui
^aa	aː	9	U+005E U+0061 U+0061	"aapo,aawam,aawe"	Yaqui
^bw	bʷ	48	U+005E U+0062 U+0077	"bwaawi,bwe’ituk,bwe’u_jo’ara"	Yaqui
^ch	tʃ	54	U+005E U+0063 U+0068	"chomko’okoa,chukula_katriam,chumkuria"	Yaqui
^ee	eː	6	U+005E U+0065 U+0065	"eecha,eeje,eeri"	Yaqui
^oo	oː	5	U+005E U+006F U+006F	"oona,ooro,oosam"	Yaqui
^uu	uː	7	U+005E U+0075 U+0075	"uuba,uusi,uusi_beeme"	Yaqui
aa$	aː	18	U+0061 U+0061 U+0024	"jimaa,kaa,ramaa"	Yaqui
ee$	eː	1	U+0065 U+0065 U+0024	"kapee"	Yaqui
ii$	iː	1	U+0069 U+0069 U+0024	"jitebii"	Yaqui
oo$	oː	2	U+006F U+006F U+0024	"bichoo,too"	Yaqui
