Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	Languages
^I$	aɪ	1	U+005E U+0049 U+0024	"I"	English
^at$	æ t	1	U+005E U+0061 U+0074 U+0024	"at"	English
^be$	b iː	1	U+005E U+0062 U+0065 U+0024	"be"	English
^do$	d uː	1	U+005E U+0064 U+006F U+0024	"do"	English
^go$	g əʊ	1	U+005E U+0067 U+006F U+0024	"go"	English
^he$	h iː	1	U+005E U+0068 U+0065 U+0024	"he"	English
^if$	ɪ f	1	U+005E U+0069 U+0066 U+0024	"if"	English
^in$	ɪ n	1	U+005E U+0069 U+006E U+0024	"in"	English
^it$	ɪ t	1	U+005E U+0069 U+0074 U+0024	"it"	English
^no$	n əʊ	1	U+005E U+006E U+006F U+0024	"no"	English
^or$	ɔː ɹ	1	U+005E U+006F U+0072 U+0024	"or"	English
^ox$	ɒ k s	1	U+005E U+006F U+0078 U+0024	"ox"	English
^up$	ʌ p	1	U+005E U+0075 U+0070 U+0024	"up"	English
^we$	w iː	1	U+005E U+0077 U+0065 U+0024	"we"	English
^age$	eɪ dʒ	1	U+005E U+0061 U+0067 U+0065 U+0024	"age"	English
^air$	ɛə ɹ	1	U+005E U+0061 U+0069 U+0072 U+0024	"air"	English
^all$	ɔː l	1	U+005E U+0061 U+006C U+006C U+0024	"all"	English
^and$	æ n d	1	U+005E U+0061 U+006E U+0064 U+0024	"and"	English
^ant$	æ n t	1	U+005E U+0061 U+006E U+0074 U+0024	"ant"	English
^arm$	ɑː m	1	U+005E U+0061 U+0072 U+006D U+0024	"arm"	English
^ash$	æ ʃ	1	U+005E U+0061 U+0073 U+0068 U+0024	"ash"	English
^ask$	ɑː s k	2	U+005E U+0061 U+0073 U+006B U+0024	"ask"	English
^awl$	ɔː l	1	U+005E U+0061 U+0077 U+006C U+0024	"awl"	English
^axe$	æ k s	1	U+005E U+0061 U+0078 U+0065 U+0024	"axe"	English
^bad$	b æ d	1	U+005E U+0062 U+0061 U+0064 U+0024	"bad"	English
^bag$	b æ g	1	U+005E U+0062 U+0061 U+0067 U+0024	"bag"	English
^bat$	b æ t	1	U+005E U+0062 U+0061 U+0074 U+0024	"bat"	English
^bay$	b eɪ	1	U+005E U+0062 U+0061 U+0079 U+0024	"bay"	English
^bed$	b ɛ d	1	U+005E U+0062 U+0065 U+0064 U+0024	"bed"	English
^bee$	b iː	1	U+005E U+0062 U+0065 U+0065 U+0024	"bee"	English
^big$	b ɪ g	1	U+005E U+0062 U+0069 U+0067 U+0024	"big"	English
^bow$	b əʊ	1	U+005E U+0062 U+006F U+0077 U+0024	"bow"	English
^boy$	b ɔɪ	1	U+005E U+0062 U+006F U+0079 U+0024	"boy"	English
^bus$	b ʌ s	1	U+005E U+0062 U+0075 U+0073 U+0024	"bus"	English
^buy$	b aɪ	1	U+005E U+0062 U+0075 U+0079 U+0024	"buy"	English
^cap$	k æ p	1	U+005E U+0063 U+0061 U+0070 U+0024	"cap"	English
^car$	k ɑː ɹ	1	U+005E U+0063 U+0061 U+0072 U+0024	"car"	English
^cat$	k æ t	1	U+005E U+0063 U+0061 U+0074 U+0024	"cat"	English
^cow$	k aʊ	1	U+005E U+0063 U+006F U+0077 U+0024	"cow"	English
^cry$	k r aɪ	1	U+005E U+0063 U+0072 U+0079 U+0024	"cry"	English
^cup$	k ʌ p	1	U+005E U+0063 U+0075 U+0070 U+0024	"cup"	English
^cut$	k ʌ t	1	U+005E U+0063 U+0075 U+0074 U+0024	"cut"	English
^day$	d eɪ	2	U+005E U+0064 U+0061 U+0079 U+0024	"day"	English
^dew$	d j uː	1	U+005E U+0064 U+0065 U+0077 U+0024	"dew"	English
^die$	d aɪ	1	U+005E U+0064 U+0069 U+0065 U+0024	"die"	English
^dig$	d ɪ g	1	U+005E U+0064 U+0069 U+0067 U+0024	"dig"	English
^dog$	d ɒ g	1	U+005E U+0064 U+006F U+0067 U+0024	"dog"	English
^dry$	d r aɪ	1	U+005E U+0064 U+0072 U+0079 U+0024	"dry"	English
^dye$	d aɪ	1	U+005E U+0064 U+0079 U+0065 U+0024	"dye"	English
^ear$	ɪə ɹ	1	U+005E U+0065 U+0061 U+0072 U+0024	"ear"	English
^eat$	iː t	1	U+005E U+0065 U+0061 U+0074 U+0024	"eat"	English
^eel$	iː l	1	U+005E U+0065 U+0065 U+006C U+0024	"eel"	English
^egg$	ɛ g	1	U+005E U+0065 U+0067 U+0067 U+0024	"egg"	English
^elf$	ɛ l f	1	U+005E U+0065 U+006C U+0066 U+0024	"elf"	English
^elk$	ɛ l k	1	U+005E U+0065 U+006C U+006B U+0024	"elk"	English
^end$	ɛ n d	2	U+005E U+0065 U+006E U+0064 U+0024	"end"	English
^ewe$	j uː	1	U+005E U+0065 U+0077 U+0065 U+0024	"ewe"	English
^eye$	aɪ	1	U+005E U+0065 U+0079 U+0065 U+0024	"eye"	English
^fan$	f æ n	2	U+005E U+0066 U+0061 U+006E U+0024	"fan"	English
^far$	f ɑː ɹ	1	U+005E U+0066 U+0061 U+0072 U+0024	"far"	English
^fat$	f æ t	1	U+005E U+0066 U+0061 U+0074 U+0024	"fat"	English
^few$	f j uː	1	U+005E U+0066 U+0065 U+0077 U+0024	"few"	English
^fig$	f ɪ g	1	U+005E U+0066 U+0069 U+0067 U+0024	"fig"	English
^fin$	f ɪ n	1	U+005E U+0066 U+0069 U+006E U+0024	"fin"	English
^fir$	f ɜː ɹ	1	U+005E U+0066 U+0069 U+0072 U+0024	"fir"	English
^fly$	f l aɪ	2	U+005E U+0066 U+006C U+0079 U+0024	"fly"	English
^fog$	f ɒ g	1	U+005E U+0066 U+006F U+0067 U+0024	"fog"	English
^fox$	f ɒ k s	1	U+005E U+0066 U+006F U+0078 U+0024	"fox"	English
^fry$	f r aɪ	1	U+005E U+0066 U+0072 U+0079 U+0024	"fry"	English
^fur$	f ɜː ɹ	1	U+005E U+0066 U+0075 U+0072 U+0024	"fur"	English
^get$	g ɛ t	1	U+005E U+0067 U+0065 U+0074 U+0024	"get"	English
^god$	g ɒ d	1	U+005E U+0067 U+006F U+0064 U+0024	"god"	English
^gun$	g ʌ n	1	U+005E U+0067 U+0075 U+006E U+0024	"gun"	English
^hat$	h æ t	1	U+005E U+0068 U+0061 U+0074 U+0024	"hat"	English
^hay$	h eɪ	1	U+005E U+0068 U+0061 U+0079 U+0024	"hay"	English
^hen$	h ɛ n	1	U+005E U+0068 U+0065 U+006E U+0024	"hen"	English
^hip$	h ɪ p	1	U+005E U+0068 U+0069 U+0070 U+0024	"hip"	English
^hit$	h ɪ t	1	U+005E U+0068 U+0069 U+0074 U+0024	"hit"	English
^hoe$	h əʊ	1	U+005E U+0068 U+006F U+0065 U+0024	"hoe"	English
^hot$	h ɒ t	1	U+005E U+0068 U+006F U+0074 U+0024	"hot"	English
^hug$	h ʌ g	1	U+005E U+0068 U+0075 U+0067 U+0024	"hug"	English
^hut$	h ʌ t	1	U+005E U+0068 U+0075 U+0074 U+0024	"hut"	English
^ice$	aɪ s	1	U+005E U+0069 U+0063 U+0065 U+0024	"ice"	English
^ill$	ɪ l	1	U+005E U+0069 U+006C U+006C U+0024	"ill"	English
^jaw$	dʒ ɔː	1	U+005E U+006A U+0061 U+0077 U+0024	"jaw"	English
^jug$	dʒ ʌ g	1	U+005E U+006A U+0075 U+0067 U+0024	"jug"	English
^key$	k iː	1	U+005E U+006B U+0065 U+0079 U+0024	"key"	English
^kid$	k ɪ d	1	U+005E U+006B U+0069 U+0064 U+0024	"kid"	English
^law$	l ɔː	1	U+005E U+006C U+0061 U+0077 U+0024	"law"	English
^leg$	l ɛ g	1	U+005E U+006C U+0065 U+0067 U+0024	"leg"	English
^lie$	l aɪ	1	U+005E U+006C U+0069 U+0065 U+0024	"lie"	English
^lip$	l ɪ p	1	U+005E U+006C U+0069 U+0070 U+0024	"lip"	English
^low$	l əʊ	1	U+005E U+006C U+006F U+0077 U+0024	"low"	English
^mad$	m æ d	1	U+005E U+006D U+0061 U+0064 U+0024	"mad"	English
^man$	m æ n	1	U+005E U+006D U+0061 U+006E U+0024	"man"	English
^mat$	m æ t	1	U+005E U+006D U+0061 U+0074 U+0024	"mat"	English
^mix$	m ɪ k s	1	U+005E U+006D U+0069 U+0078 U+0024	"mix"	English
^mow$	m əʊ	1	U+005E U+006D U+006F U+0077 U+0024	"mow"	English
^mud$	m ʌ d	1	U+005E U+006D U+0075 U+0064 U+0024	"mud"	English
^new$	n j uː	1	U+005E U+006E U+0065 U+0077 U+0024	"new"	English
^nit$	n ɪ t	1	U+005E U+006E U+0069 U+0074 U+0024	"nit"	English
^not$	n ɒ t	1	U+005E U+006E U+006F U+0074 U+0024	"not"	English
^now$	n aʊ	1	U+005E U+006E U+006F U+0077 U+0024	"now"	English
^nut$	n ʌ t	1	U+005E U+006E U+0075 U+0074 U+0024	"nut"	English
^oak$	əʊ k	1	U+005E U+006F U+0061 U+006B U+0024	"oak"	English
^oar$	ɔː ɹ	1	U+005E U+006F U+0061 U+0072 U+0024	"oar"	English
^oat$	əʊ t	1	U+005E U+006F U+0061 U+0074 U+0024	"oat"	English
^oil$	ɔɪ l	1	U+005E U+006F U+0069 U+006C U+0024	"oil"	English
^old$	əʊ l d	1	U+005E U+006F U+006C U+0064 U+0024	"old"	English
^one$	w ʌ n	1	U+005E U+006F U+006E U+0065 U+0024	"one"	English
^owe$	əʊ	1	U+005E U+006F U+0077 U+0065 U+0024	"owe"	English
^owl$	aʊ l	1	U+005E U+006F U+0077 U+006C U+0024	"owl"	English
^own$	əʊ n	1	U+005E U+006F U+0077 U+006E U+0024	"own"	English
^pan$	p æ n	1	U+005E U+0070 U+0061 U+006E U+0024	"pan"	English
^pay$	p eɪ	1	U+005E U+0070 U+0061 U+0079 U+0024	"pay"	English
^peg$	p ɛ g	1	U+005E U+0070 U+0065 U+0067 U+0024	"peg"	English
^pen$	p ɛ n	1	U+005E U+0070 U+0065 U+006E U+0024	"pen"	English
^pig$	p ɪ g	1	U+005E U+0070 U+0069 U+0067 U+0024	"pig"	English
^pin$	p ɪ n	1	U+005E U+0070 U+0069 U+006E U+0024	"pin"	English
^pot$	p ɒ t	1	U+005E U+0070 U+006F U+0074 U+0024	"pot"	English
^pus$	p ʌ s	1	U+005E U+0070 U+0075 U+0073 U+0024	"pus"	English
^put$	p ʊ t	1	U+005E U+0070 U+0075 U+0074 U+0024	"put"	English
^rag$	r æ g	1	U+005E U+0072 U+0061 U+0067 U+0024	"rag"	English
^ram$	r æ m	1	U+005E U+0072 U+0061 U+006D U+0024	"ram"	English
^rat$	r æ t	1	U+005E U+0072 U+0061 U+0074 U+0024	"rat"	English
^raw$	r ɔː	1	U+005E U+0072 U+0061 U+0077 U+0024	"raw"	English
^red$	r ɛ d	1	U+005E U+0072 U+0065 U+0064 U+0024	"red"	English
^rib$	r ɪ b	1	U+005E U+0072 U+0069 U+0062 U+0024	"rib"	English
^row$	r əʊ	1	U+005E U+0072 U+006F U+0077 U+0024	"row"	English
^rub$	r ʌ b	1	U+005E U+0072 U+0075 U+0062 U+0024	"rub"	English
^rug$	r ʌ g	1	U+005E U+0072 U+0075 U+0067 U+0024	"rug"	English
^run$	r ʌ n	1	U+005E U+0072 U+0075 U+006E U+0024	"run"	English
^rye$	r aɪ	1	U+005E U+0072 U+0079 U+0065 U+0024	"rye"	English
^sap$	s æ p	1	U+005E U+0073 U+0061 U+0070 U+0024	"sap"	English
^saw$	s ɔː	1	U+005E U+0073 U+0061 U+0077 U+0024	"saw"	English
^say$	s eɪ	1	U+005E U+0073 U+0061 U+0079 U+0024	"say"	English
^sea$	s iː	1	U+005E U+0073 U+0065 U+0061 U+0024	"sea"	English
^see$	s iː	1	U+005E U+0073 U+0065 U+0065 U+0024	"see"	English
^sew$	s əʊ	1	U+005E U+0073 U+0065 U+0077 U+0024	"sew"	English
^she$	ʃ iː	1	U+005E U+0073 U+0068 U+0065 U+0024	"she"	English
^sit$	s ɪ t	1	U+005E U+0073 U+0069 U+0074 U+0024	"sit"	English
^six$	s ɪ k s	1	U+005E U+0073 U+0069 U+0078 U+0024	"six"	English
^sky$	s k aɪ	1	U+005E U+0073 U+006B U+0079 U+0024	"sky"	English
^son$	s ʌ n	1	U+005E U+0073 U+006F U+006E U+0024	"son"	English
^sow$	s əʊ	2	U+005E U+0073 U+006F U+0077 U+0024	"sow"	English
^sun$	s ʌ n	1	U+005E U+0073 U+0075 U+006E U+0024	"sun"	English
^tan$	t æ n	1	U+005E U+0074 U+0061 U+006E U+0024	"tan"	English
^tap$	t æ p	1	U+005E U+0074 U+0061 U+0070 U+0024	"tap"	English
^tax$	t æ k s	1	U+005E U+0074 U+0061 U+0078 U+0024	"tax"	English
^tea$	t iː	1	U+005E U+0074 U+0065 U+0061 U+0024	"tea"	English
^ten$	t ɛ n	1	U+005E U+0074 U+0065 U+006E U+0024	"ten"	English
^tie$	t aɪ	1	U+005E U+0074 U+0069 U+0065 U+0024	"tie"	English
^tin$	t ɪ n	2	U+005E U+0074 U+0069 U+006E U+0024	"tin"	English
^toe$	t əʊ	1	U+005E U+0074 U+006F U+0065 U+0024	"toe"	English
^top$	t ɒ p	1	U+005E U+0074 U+006F U+0070 U+0024	"top"	English
^try$	t r aɪ	1	U+005E U+0074 U+0072 U+0079 U+0024	"try"	English
^two$	t uː	1	U+005E U+0074 U+0077 U+006F U+0024	"two"	English
^war$	w ɔː ɹ	1	U+005E U+0077 U+0061 U+0072 U+0024	"war"	English
^wax$	w æ k s	1	U+005E U+0077 U+0061 U+0078 U+0024	"wax"	English
^way$	w eɪ	1	U+005E U+0077 U+0061 U+0079 U+0024	"way"	English
^web$	w ɛ b	1	U+005E U+0077 U+0065 U+0062 U+0024	"web"	English
^wet$	w ɛ t	1	U+005E U+0077 U+0065 U+0074 U+0024	"wet"	English
^yam$	j æ m	1	U+005E U+0079 U+0061 U+006D U+0024	"yam"	English
^yes$	j ɛ s	1	U+005E U+0079 U+0065 U+0073 U+0024	"yes"	English
^you$	j uː	2	U+005E U+0079 U+006F U+0075 U+0024	"you"	English
^adze$	æ d z	1	U+005E U+0061 U+0064 U+007A U+0065 U+0024	"adze"	English
^arch$	ɑː tʃ	1	U+005E U+0061 U+0072 U+0063 U+0068 U+0024	"arch"	English
^army$	ɑː m ɪ	1	U+005E U+0061 U+0072 U+006D U+0079 U+0024	"army"	English
^arse$	ɑː s	1	U+005E U+0061 U+0072 U+0073 U+0065 U+0024	"arse"	English
^aunt$	ɑː n t	1	U+005E U+0061 U+0075 U+006E U+0074 U+0024	"aunt"	English
^axle$	æ k s l̩	1	U+005E U+0061 U+0078 U+006C U+0065 U+0024	"axle"	English
^baby$	b eɪ b ɪ	1	U+005E U+0062 U+0061 U+0062 U+0079 U+0024	"baby"	English
^back$	b æ k	1	U+005E U+0062 U+0061 U+0063 U+006B U+0024	"back"	English
^bait$	b eɪ t	1	U+005E U+0062 U+0061 U+0069 U+0074 U+0024	"bait"	English
^bake$	b eɪ k	1	U+005E U+0062 U+0061 U+006B U+0065 U+0024	"bake"	English
^bald$	b ɔː l d	1	U+005E U+0062 U+0061 U+006C U+0064 U+0024	"bald"	English
^ball$	b ɔː l	1	U+005E U+0062 U+0061 U+006C U+006C U+0024	"ball"	English
^bank$	b æ ŋ k	1	U+005E U+0062 U+0061 U+006E U+006B U+0024	"bank"	English
^bark$	b ɑː k	1	U+005E U+0062 U+0061 U+0072 U+006B U+0024	"bark"	English
^bead$	b iː d	1	U+005E U+0062 U+0065 U+0061 U+0064 U+0024	"bead"	English
^beak$	b iː k	1	U+005E U+0062 U+0065 U+0061 U+006B U+0024	"beak"	English
^beam$	b iː m	1	U+005E U+0062 U+0065 U+0061 U+006D U+0024	"beam"	English
^bean$	b iː n	1	U+005E U+0062 U+0065 U+0061 U+006E U+0024	"bean"	English
^bear$	b ɛə ɹ	1	U+005E U+0062 U+0065 U+0061 U+0072 U+0024	"bear"	English
^beat$	b iː t	1	U+005E U+0062 U+0065 U+0061 U+0074 U+0024	"beat"	English
^beer$	b ɪə ɹ	1	U+005E U+0062 U+0065 U+0065 U+0072 U+0024	"beer"	English
^belt$	b ɛ l t	1	U+005E U+0062 U+0065 U+006C U+0074 U+0024	"belt"	English
^bend$	b ɛ n d	1	U+005E U+0062 U+0065 U+006E U+0064 U+0024	"bend"	English
^bill$	b ɪ l	1	U+005E U+0062 U+0069 U+006C U+006C U+0024	"bill"	English
^bind$	b aɪ n d	1	U+005E U+0062 U+0069 U+006E U+0064 U+0024	"bind"	English
^bird$	b ɜː d	1	U+005E U+0062 U+0069 U+0072 U+0064 U+0024	"bird"	English
^bite$	b aɪ t	1	U+005E U+0062 U+0069 U+0074 U+0065 U+0024	"bite"	English
^blow$	b l əʊ	1	U+005E U+0062 U+006C U+006F U+0077 U+0024	"blow"	English
^blue$	b l uː	1	U+005E U+0062 U+006C U+0075 U+0065 U+0024	"blue"	English
^boar$	b ɔː ɹ	1	U+005E U+0062 U+006F U+0061 U+0072 U+0024	"boar"	English
^boat$	b əʊ t	1	U+005E U+0062 U+006F U+0061 U+0074 U+0024	"boat"	English
^body$	b ɒ d ɪ	1	U+005E U+0062 U+006F U+0064 U+0079 U+0024	"body"	English
^boil$	b ɔɪ l	2	U+005E U+0062 U+006F U+0069 U+006C U+0024	"boil"	English
^bolt$	b əʊ l t	1	U+005E U+0062 U+006F U+006C U+0074 U+0024	"bolt"	English
^bomb$	b ɒ m	1	U+005E U+0062 U+006F U+006D U+0062 U+0024	"bomb"	English
^bone$	b əʊ n	1	U+005E U+0062 U+006F U+006E U+0065 U+0024	"bone"	English
^book$	b ʊ k	1	U+005E U+0062 U+006F U+006F U+006B U+0024	"book"	English
^boot$	b uː t	1	U+005E U+0062 U+006F U+006F U+0074 U+0024	"boot"	English
^bore$	b ɔː ɹ	1	U+005E U+0062 U+006F U+0072 U+0065 U+0024	"bore"	English
^bowl$	b əʊ l	1	U+005E U+0062 U+006F U+0077 U+006C U+0024	"bowl"	English
^bull$	b ʊ l	1	U+005E U+0062 U+0075 U+006C U+006C U+0024	"bull"	English
^burn$	b ɜː n	2	U+005E U+0062 U+0075 U+0072 U+006E U+0024	"burn"	English
^bury$	b ɛ r ɪ	1	U+005E U+0062 U+0075 U+0072 U+0079 U+0024	"bury"	English
^calf$	k ɑː f	2	U+005E U+0063 U+0061 U+006C U+0066 U+0024	"calf"	English
^call$	k ɔː l	2	U+005E U+0063 U+0061 U+006C U+006C U+0024	"call"	English
^calm$	k ɑː m	1	U+005E U+0063 U+0061 U+006C U+006D U+0024	"calm"	English
^camp$	k æ m p	1	U+005E U+0063 U+0061 U+006D U+0070 U+0024	"camp"	English
^cape$	k eɪ p	1	U+005E U+0063 U+0061 U+0070 U+0065 U+0024	"cape"	English
^cart$	k ɑː t	1	U+005E U+0063 U+0061 U+0072 U+0074 U+0024	"cart"	English
^cast$	k ɑː s t	1	U+005E U+0063 U+0061 U+0073 U+0074 U+0024	"cast"	English
^cave$	k eɪ v	1	U+005E U+0063 U+0061 U+0076 U+0065 U+0024	"cave"	English
^chew$	tʃ uː	1	U+005E U+0063 U+0068 U+0065 U+0077 U+0024	"chew"	English
^chin$	tʃ ɪ n	1	U+005E U+0063 U+0068 U+0069 U+006E U+0024	"chin"	English
^chop$	tʃ ɒ p	1	U+005E U+0063 U+0068 U+006F U+0070 U+0024	"chop"	English
^city$	s ɪ t ɪ	1	U+005E U+0063 U+0069 U+0074 U+0079 U+0024	"city"	English
^clan$	k l æ n	1	U+005E U+0063 U+006C U+0061 U+006E U+0024	"clan"	English
^claw$	k l ɔː	1	U+005E U+0063 U+006C U+0061 U+0077 U+0024	"claw"	English
^clay$	k l eɪ	1	U+005E U+0063 U+006C U+0061 U+0079 U+0024	"clay"	English
^club$	k l ʌ b	1	U+005E U+0063 U+006C U+0075 U+0062 U+0024	"club"	English
^coat$	k əʊ t	1	U+005E U+0063 U+006F U+0061 U+0074 U+0024	"coat"	English
^cock$	k ɒ k	1	U+005E U+0063 U+006F U+0063 U+006B U+0024	"cock"	English
^coin$	k ɔɪ n	1	U+005E U+0063 U+006F U+0069 U+006E U+0024	"coin"	English
^cold$	k əʊ l d	2	U+005E U+0063 U+006F U+006C U+0064 U+0024	"cold"	English
