pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
11254,,73101839230095367-a,,,,8772,2,4,1076,,1
11255,,73101839230095367-cs,,,,8772,1,4,85,,1
11256,,73101839670740140-a,,,,8773,2,4,1076,,1
11257,,73101839670740140-cs,,,,8773,1,4,85,,1
11258,,731018397000602-a,,,,8774,2,4,1077,,1
11259,,731018397000602-cs,,,,8774,1,4,85,,1
11260,,73101839677170674-a,,,,8775,2,4,1077,,1
11261,,73101839677170674-cs,,,,8775,1,4,83,,1
11262,,73101839761564273-a,,,,8776,2,4,1071,,1
11263,,73101839498792588-a,,,,8777,2,4,1073,,1
11264,,73101839498792588-cs,,,,8777,1,4,85,,1
11265,,73101839314032970-a,,,,8778,2,4,1075,,1
11266,,7310183991603375-a,,,,8779,2,4,1075,,1
11267,,73101839463648740-a,,,,8780,2,4,1075,,1
11268,,73101839725378108-a,,,,8781,2,4,1076,,1
11269,,73101839725378108-cs,,,,8781,1,4,85,,1
11270,,73101839895318444-a,,,,8782,2,4,1074,,1
11271,,73101839895318444-cs,,,,8782,1,4,81,,1
11272,,73101839932811355-a,,,,8783,2,4,1075,,1
11273,,73101839972580901-a,,,,8784,2,4,1074,,1
11274,,73101839972580901-cs,,,,8784,1,4,81,,1
11275,,73101839842777210-a,,,,8785,2,4,1076,,1
11276,,73101839842777210-cs,,,,8785,1,4,85,,1
11277,,73101839493542988-a,,,,8786,2,4,1071,,1
11278,,731018398635092-a,,,,8787,2,4,1075,,1
11279,,73101839321015618-a,,,,8788,2,4,1075,,1
11280,,73101839332353388-a,,,,8789,2,4,1069,,1
11281,,73101839852029457-a,,,,8790,2,4,1075,,1
11282,,73101839164910508-a,,,,8791,2,4,1077,,1
11283,,73101839164910508-cs,,,,8791,1,4,84,,1
11284,,73101839730890182-a,,,,8792,2,4,1071,,1
11285,,73101839116602577-a,,,,8793,2,4,1069,,1
11286,,73101839118943288-a,,,,8794,2,4,1075,,1
11287,,73101839772821857-a,,,,8795,2,4,1075,,1
11288,,73101839100446998-a,,,,8796,2,4,1070,,1
11289,,73101839687173259-a,,,,8797,2,4,1077,,1
11290,,73101839687173259-cs,,,,8797,1,4,83,,1
11291,,73101839591335456-a,,,,8798,2,4,1077,,1
11292,,73101839591335456-cs,,,,8798,1,4,83,,1
11293,,73101839646629433-a,,,,8799,2,4,1071,,1
11294,,73101839638201589-a,,,,8800,2,4,1074,,1
11295,,73101839638201589-cs,,,,8800,1,4,81,,1
11296,,73101839818166422-a,,,,8801,2,4,1071,,1
11297,,73101839286076571-a,,,,8802,2,4,1077,,1
11298,,73101839286076571-cs,,,,8802,1,4,83,,1
11299,,73101839729178604-a,,,,8803,2,4,1075,,1
11300,,73101839335008654-a,,,,8804,2,4,1075,,1
11301,,73101839896402093-a,,,,8805,2,4,1077,,1
11302,,73101839896402093-cs,,,,8805,1,4,83,,1
11303,,73101839994264885-a,,,,8806,2,4,1077,,1
11304,,73101839994264885-cs,,,,8806,1,4,83,,1
11305,,7310183928964972-a,,,,8807,2,4,1076,,1
11306,,7310183928964972-cs,,,,8807,1,4,85,,1
11307,,73101839545201142-a,,,,8808,2,4,1070,,1
11308,,73101839545201142-cs,,,,8808,1,4,85,,1
11309,,73101839103632763-a,,,,8809,2,4,1075,,1
11310,,73101839103632763-cs,,,,8809,1,4,85,,1
11311,,73101839830377919-a,,,,8810,2,4,1075,,1
11312,,73101839499860123-a,,,,8811,2,4,1071,,1
11313,,73101839974682324-a,,,,8812,2,4,1075,,1
11314,,7310183949428958-a,,,,8813,2,4,1070,,1
11315,,7310183949428958-cs,,,,8813,1,4,85,,1
11316,,73101839478655618-a,,,,8814,2,4,1075,,1
11317,,7310183944525549-a,,,,8815,2,4,1075,,1
11318,,73101839389740842-a,,,,8816,2,4,1073,,1
11319,,73101839389740842-cs,,,,8816,1,4,85,,1
11320,,73101839903035654-a,,,,8817,2,4,1075,,1
11321,,73101839991456324-a,,,,8818,2,4,1075,,1
11322,,73101839634387954-a,,,,8819,2,4,1077,,1
11323,,73101839634387954-cs,,,,8819,1,4,84,,1
11324,,73101839687976876-a,,,,8820,2,4,1070,,1
11325,,7310183919673757-a,,,,8821,2,4,1074,,1
11326,,7310183919673757-cs,,,,8821,1,4,85,,1
11327,,73101839802019040-a,,,,8822,2,4,1069,,1
11328,,73101839841781075-a,,,,8823,2,4,1069,,1
11329,,73101839551387525-a,,,,8824,2,4,1075,,1
11330,,73101839551000294-a,,,,8825,2,4,1075,,1
11331,,73101839446072780-a,,,,8826,2,4,1077,,1
11332,,73101839446072780-cs,,,,8826,1,4,83,,1
11333,,7310183977947191-a,,,,8827,2,4,1073,,1
11334,,7310183977947191-cs,,,,8827,1,4,85,,1
11335,,73101839719658223-a,,,,8828,2,4,1075,,1
11336,,73101839951420610-a,,,,8829,2,4,1071,,1
11337,,73101839702841059-a,,,,8830,2,4,1071,,1
11338,,73101839195529248-a,,,,8831,2,4,1075,,1
11339,,73101839803205692-a,,,,8832,2,4,1076,,1
11340,,73101839803205692-cs,,,,8832,1,4,85,,1
11341,,73101839610971170-a,,,,8833,2,4,1071,,1
11342,,73101839752056389-a,,,,8834,2,4,1075,,1
11343,,73101839459183715-a,,,,8835,2,4,1075,,1
11344,,73101839792033294-a,,,,8836,2,4,1071,,1
11345,,73101839866204184-a,,,,8837,2,4,1071,,1
11346,,73101839592937487-a,,,,8838,2,4,1077,,1
11347,,73101839592937487-cs,,,,8838,1,4,83,,1
11348,,73101839142402878-a,,,,8839,2,4,1075,,1
11349,,73101839206405972-a,,,,8840,2,4,1071,,1
11350,,73101839312154665-a,,,,8841,2,4,1075,,1
11351,,73101839643880864-a,,,,8842,2,4,1071,,1
11352,,73101839392920418-a,,,,8843,2,4,1069,,1
11353,,73101839927300361-a,,,,8844,2,4,1077,,1
11354,,73101839927300361-cs,,,,8844,1,4,83,,1
11355,,73101839733497181-a,,,,8845,2,4,1075,,1
11356,,73101839907298729-a,,,,8846,2,4,1075,,1
11357,,73101839419978580-a,,,,8847,2,4,1071,,1
11358,,73101839473894647-a,,,,8848,2,4,1073,,1
11359,,7310183990120467-a,,,,8849,2,4,1074,,1
11360,,7310183990120467-cs,,,,8849,1,4,85,,1
11361,,73101839249212763-a,,,,8850,2,4,1071,,1
11362,,73101839914498841-a,,,,8851,2,4,1074,,1
11363,,73101839914498841-cs,,,,8851,1,4,81,,1
11364,,73101839361028528-a,,,,8852,2,4,1077,,1
11365,,73101839361028528-cs,,,,8852,1,4,83,,1
11366,,73101839316112518-a,,,,8853,2,4,1071,,1
11367,,73101839698281508-a,,,,8854,2,4,1075,,1
11368,,73101839265900612-a,,,,8855,2,4,1075,,1
11369,,73101839768932896-a,,,,8856,2,4,1075,,1
11370,,7310183992410077-a,,,,8857,2,4,1075,,1
11371,,7310183986038668-a,,,,8858,2,4,1075,,1
11372,,73101839478824889-a,,,,8859,2,4,1075,,1
11373,,73101839341639459-a,,,,8860,2,4,1071,,1
11374,,73101839455897771-a,,,,8861,2,4,1075,,1
11375,,73101839480557451-a,,,,8862,2,4,1075,,1
11376,,73101839610071700-a,,,,8863,2,4,1075,,1
11377,,73101839113216782-a,,,,8864,2,4,1075,,1
11378,,7310183968730205-a,,,,8865,2,4,1075,,1
11379,,73101839423062476-a,,,,8866,2,4,1075,,1
11380,,73101839834577305-a,,,,8867,2,4,1076,,1
11381,,73101839834577305-cs,,,,8867,1,4,85,,1
11382,,73101839474105527-a,,,,8868,2,4,1077,,1
11383,,73101839474105527-cs,,,,8868,1,4,84,,1
11384,,73101839679252871-a,,,,8869,2,4,1075,,1
11385,,73101839496671338-a,,,,8870,2,4,1075,,1
11386,,7310183959501549-a,,,,8871,2,4,1075,,1
11387,,73101839124357951-a,,,,8872,2,4,1075,,1
11388,,73101839194996215-a,,,,8873,2,4,1075,,1
11389,,73101839967864140-a,,,,8874,2,4,1076,,1
11390,,73101839967864140-cs,,,,8874,1,4,85,,1
11391,,7310183945236908-a,,,,8875,2,4,1075,,1
11392,,73101839882915999-a,,,,8876,2,4,1069,,1
11393,,73101839776570559-a,,,,8877,2,4,1075,,1
11394,,7310183939160360-a,,,,8878,2,4,1071,,1
11395,,73101839431611550-a,,,,8879,2,4,1071,,1
11396,,73101839214833994-a,,,,8880,2,4,1073,,1
11397,,73101839196441712-a,,,,8881,2,4,1075,,1
11398,,73101839765037255-a,,,,8882,2,4,1073,,1
11399,,73101839765037255-cs,,,,8882,1,4,87,,1
11400,,73101839407551130-a,,,,8883,2,4,1070,,1
11401,,73101839407551130-cs,,,,8883,1,4,85,,1
11402,,73101839860131162-a,,,,8884,2,4,1077,,1
11403,,73101839860131162-cs,,,,8884,1,4,83,,1
11404,,73101839692978900-a,,,,8885,2,4,1071,,1
11405,,73101839400035981-a,,,,8886,2,4,1077,,1
11406,,73101839400035981-cs,,,,8886,1,4,84,,1
11407,,73101839827435247-a,,,,8887,2,4,1077,,1
11408,,73101839827435247-cs,,,,8887,1,4,83,,1
11409,,73101839998729929-a,,,,8888,2,4,1073,,1
11410,,73101839463625167-a,,,,8889,2,4,1077,,1
11411,,73101839463625167-cs,,,,8889,1,4,83,,1
11412,,73101839810379445-a,,,,8890,2,4,1073,,1
11413,,73101839810379445-cs,,,,8890,1,4,85,,1
11414,,7310183941942239-a,,,,8891,2,4,1071,,1
11415,,73101839913985438-a,,,,8892,2,4,1077,,1
11416,,73101839913985438-cs,,,,8892,1,4,83,,1
11417,,73101839385651778-a,,,,8893,2,4,1075,,1
11418,,73101839317191987-a,,,,8894,2,4,1070,,1
11419,,73101839317191987-cs,,,,8894,1,4,85,,1
11420,,7310183966829047-a,,,,8895,2,4,1071,,1
11421,,73101839927805877-a,,,,8896,2,4,1075,,1
11422,,73101839583022926-a,,,,8897,2,4,1075,,1
11423,,73101839200131488-a,,,,8898,2,4,1069,,1
11424,,73101839100739573-a,,,,8899,2,4,1071,,1
11425,,73101839328403644-a,,,,8900,2,4,1076,,1
11426,,73101839328403644-cs,,,,8900,1,4,85,,1
11427,,73101839339963347-a,,,,8901,2,4,1073,,1
11428,,73101839339963347-cs,,,,8901,1,4,85,,1
11429,,73101839870464336-a,,,,8902,2,4,1075,,1
11430,,73101839799236306-a,,,,8903,2,4,1075,,1
11431,,73101839774703017-a,,,,8904,2,4,1077,,1
11432,,73101839774703017-cs,,,,8904,1,4,83,,1
11433,,73101839891261725-a,,,,8905,2,4,1075,,1
11434,,73101839203335129-a,,,,8906,2,4,1071,,1
11435,,73101839206019919-a,,,,8907,2,4,1075,,1
11436,,73101839195676019-a,,,,8908,2,4,1070,,1
11437,,73101839489831898-a,,,,8909,2,4,1075,,1
11438,,73101839346203626-a,,,,8910,2,4,1070,,1
11439,,73101839346203626-cs,,,,8910,1,4,85,,1
11440,,7310183930114160-a,,,,8911,2,4,1075,,1
11441,,73101839461203644-a,,,,8912,2,4,1071,,1
11442,,73101839406994814-a,,,,8913,2,4,1075,,1
11443,,73101839809493941-a,,,,8914,2,4,1075,,1
11444,,73101839461589427-a,,,,8915,2,4,1075,,1
11445,,73101839211347021-a,,,,8916,2,4,1075,,1
11446,,7310183928235520-a,,,,8917,2,4,1075,,1
11447,,73101839487505568-a,,,,8918,2,4,1071,,1
11448,,73101839209957407-a,,,,8919,2,4,1075,,1
11449,,73101839956122509-a,,,,8920,2,4,1075,,1
11450,,73101839462905428-a,,,,8921,2,4,1071,,1
11451,,73101839578931380-a,,,,8922,2,4,1069,,1
11452,,73101839569176349-a,,,,8923,2,4,1071,,1
11453,,73101839536739425-a,,,,8924,2,4,1075,,1
11454,,73101839924599394-a,,,,8925,2,4,1075,,1
11455,,7310183953903776-a,,,,8926,2,4,1071,,1
11456,,73101839301510387-a,,,,8927,2,4,1075,,1
11457,,73101839283793966-a,,,,8928,2,4,1070,,1
11458,,73101839853399176-a,,,,8929,2,4,1075,,1
11459,,73101839476787171-a,,,,8930,2,4,1075,,1
11460,,7310183953714898-a,,,,8931,2,4,1075,,1
11461,,73101839326611831-a,,,,8932,2,4,1075,,1
11462,,73101839916107159-a,,,,8933,2,4,1071,,1
11463,,73101839853344692-a,,,,8934,2,4,1075,,1
11464,,73101839658080559-a,,,,8935,2,4,1071,,1
11465,,73101839239021930-a,,,,8936,2,4,1071,,1
11466,,73101839419222097-a,,,,8937,2,4,1069,,1
11467,,73101839334058616-a,,,,8938,2,4,1069,,1
11468,,73101839740669309-a,,,,8939,2,4,1075,,1
11469,,73101839526398246-a,,,,8940,2,4,1075,,1
11470,,73101839612488207-a,,,,8941,2,4,1071,,1
11471,,73101839500481443-a,,,,8942,2,4,1071,,1
11472,,731018393281550-a,,,,8943,2,4,1075,,1
11473,,73101839214209382-a,,,,8944,2,4,1075,,1
11474,,73101839321903911-a,,,,8945,2,4,1075,,1
11475,,7310183917191537-a,,,,8946,2,4,1075,,1
11476,,73101839255942664-a,,,,8947,2,4,1075,,1
11477,,73101839457474432-a,,,,8948,2,4,1075,,1
11478,,73101839326746903-a,,,,8949,2,4,1071,,1
11479,,73101839287147118-a,,,,8950,2,4,1070,,1
11480,,73101839287147118-cs,,,,8950,1,4,85,,1
11481,,73101839519197489-a,,,,8951,2,4,1071,,1
11482,,73101839138325648-a,,,,8952,2,4,1075,,1
11483,,73101839505382978-a,,,,8953,2,4,1075,,1
11484,,73101839273064371-a,,,,8954,2,4,1069,,1
11485,,73101839316267896-a,,,,8955,2,4,1072,,1
11486,,73101839877451625-a,,,,8956,2,4,1075,,1
11487,,73101839732610014-a,,,,8957,2,4,1069,,1
11488,,73101839533944792-a,,,,8958,2,4,1075,,1
11489,,73101839183852039-a,,,,8959,2,4,1075,,1
11490,,73101839322811538-a,,,,8960,2,4,1075,,1
11491,,73101839194657763-a,,,,8961,2,4,1071,,1
11492,,7310183919931062-a,,,,8962,2,4,1075,,1
11493,,73101839505937569-a,,,,8963,2,4,1075,,1
11494,,7310183989021484-a,,,,8964,2,4,1075,,1
11495,,73101839348644629-a,,,,8965,2,4,1075,,1
11496,,73101839943891523-a,,,,8966,2,4,1075,,1
11497,,73101839703112376-a,,,,8967,2,4,1071,,1
11498,,73101839539858976-a,,,,8968,2,4,1075,,1
11499,,73101839686749833-a,,,,8969,2,4,1074,,1
11500,,73101839686749833-cs,,,,8969,1,4,81,,1
11501,,73101839304999097-a,,,,8970,2,4,1074,,1
11502,,73101839304999097-cs,,,,8970,1,4,81,,1
11503,,73101839822125-a,,,,8971,2,4,1069,,1
11504,,73101839909708923-a,,,,8972,2,4,1075,,1
11505,,73101839909708923-cs,,,,8972,1,4,85,,1
11506,,73101839308645631-a,,,,8973,2,4,1077,,1
11507,,73101839308645631-cs,,,,8973,1,4,83,,1
11508,,73101839516918227-a,,,,8974,2,4,1077,,1
11509,,73101839516918227-cs,,,,8974,1,4,83,,1
11510,,73101839154669073-a,,,,8975,2,4,1074,,1
11511,,73101839154669073-cs,,,,8975,1,4,81,,1
11512,,73101839877101717-a,,,,8976,2,4,1074,,1
11513,,73101839877101717-cs,,,,8976,1,4,81,,1
11514,,73101839753697731-a,,,,8977,2,4,1077,,1
11515,,73101839753697731-cs,,,,8977,1,4,83,,1
11516,,73101839905323613-a,,,,8978,2,4,1077,,1
11517,,73101839905323613-cs,,,,8978,1,4,83,,1
11518,,73101839797132333-a,,,,8979,2,4,1077,,1
11519,,73101839797132333-cs,,,,8979,1,4,83,,1
11520,,73101839207038103-a,,,,8980,2,4,1070,,1
11521,,73101839207038103-cs,,,,8980,1,4,85,,1
11522,,73101839793949415-a,,,,8981,2,4,1075,,1
11523,,73101839422454631-a,,,,8982,2,4,1077,,1
11524,,73101839422454631-cs,,,,8982,1,4,83,,1
11525,,73101839440102330-a,,,,8983,2,4,1071,,1
11526,,73101839821810784-a,,,,8984,2,4,1074,,1
11527,,73101839821810784-cs,,,,8984,1,4,81,,1
11528,,73101839890335378-a,,,,8985,2,4,1069,,1
11529,,73101839981911824-a,,,,8986,2,4,1074,,1
11530,,73101839981911824-cs,,,,8986,1,4,81,,1
11531,,73101839953902863-a,,,,8987,2,4,1073,,1
11532,,73101839953902863-cs,,,,8987,1,4,83,,1
11533,,73101839374991679-a,,,,8988,2,4,1077,,1
11534,,73101839374991679-cs,,,,8988,1,4,83,,1
11535,,73101839957351399-a,,,,8989,2,4,1074,,1
11536,,73101839957351399-cs,,,,8989,1,4,81,,1
11537,,73101839904491833-a,,,,8990,2,4,1074,,1
11538,,73101839904491833-cs,,,,8990,1,4,81,,1
11539,,73101839772258500-a,,,,8991,2,4,1073,,1
11540,,73101839110521622-a,,,,8992,2,4,1074,,1
11541,,73101839110521622-cs,,,,8992,1,4,81,,1
11542,,73101839140705224-a,,,,8993,2,4,1074,,1
11543,,73101839140705224-cs,,,,8993,1,4,86,,1
11544,,73101839832440872-a,,,,8994,2,4,1077,,1
11545,,73101839832440872-cs,,,,8994,1,4,84,,1
11546,,73101839502923643-a,,,,8995,2,4,1075,,1
11547,,73101839588503951-a,,,,8996,2,4,1075,,1
11548,,73101839679344026-a,,,,8997,2,4,1071,,1
11549,,73101839510723062-a,,,,8998,2,4,1071,,1
11550,,73101839515926834-a,,,,8999,2,4,1076,,1
11551,,73101839515926834-cs,,,,8999,1,4,85,,1
11552,,73101839827134518-a,,,,9000,2,4,1075,,1
11553,,7310183912674897-a,,,,9001,2,4,1076,,1
11554,,7310183912674897-cs,,,,9001,1,4,86,,1
11555,,73101839159022643-a,,,,9002,2,4,1075,,1
11556,,73101839167888180-a,,,,9003,2,4,1071,,1
11557,,73101839280863864-a,,,,9004,2,4,1077,,1
11558,,73101839280863864-cs,,,,9004,1,4,84,,1
11559,,73101839555608061-a,,,,9005,2,4,1071,,1
11560,,73101839289300136-a,,,,9006,2,4,1071,,1
11561,,73101839372410822-a,,,,9007,2,4,1075,,1
11562,,73101839476834037-a,,,,9008,2,4,1075,,1
11563,,73101839362447306-a,,,,9009,2,4,1071,,1
11564,,73101839964850186-a,,,,9010,2,4,1075,,1
11565,,73101839896838537-a,,,,9011,2,4,1075,,1
11566,,73101839937330929-a,,,,9012,2,4,1071,,1
11567,,73101839348868446-a,,,,9013,2,4,1075,,1
11568,,73101839585477477-a,,,,9014,2,4,1075,,1
11569,,73101839375951622-a,,,,9015,2,4,1075,,1
11570,,73101839180888602-a,,,,9016,2,4,1075,,1
11571,,73101839643856078-a,,,,9017,2,4,1075,,1
11572,,73101839258436543-a,,,,9018,2,4,1075,,1
11573,,73101839219538989-a,,,,9019,2,4,1071,,1
11574,,73101839788056115-a,,,,9020,2,4,1074,,1
11575,,73101839788056115-cs,,,,9020,1,4,85,,1
11576,,73101839165855131-a,,,,9021,2,4,1075,,1
11577,,73101839165855131-cs,,,,9021,1,4,81,,1
11578,,7310183994490041-a,,,,9022,2,4,1075,,1
11579,,73101839816177606-a,,,,9023,2,4,1071,,1
11580,,73101839270862169-a,,,,9024,2,4,1071,,1
11581,,73101839882549405-a,,,,9025,2,4,1075,,1
11582,,73101839418971179-a,,,,9026,2,4,1070,,1
11583,,73101839145929900-a,,,,9027,2,4,1075,,1
11584,,73101839645781788-a,,,,9028,2,4,1070,,1
11585,,73101839375699148-a,,,,9029,2,4,1071,,1
11586,,7310183924215605-a,,,,9030,2,4,1075,,1
11587,,73101839339033272-a,,,,9031,2,4,1075,,1
11588,,73101839870297887-a,,,,9032,2,4,1074,,1
11589,,73101839870297887-cs,,,,9032,1,4,81,,1
11590,,73101839394126983-a,,,,9033,2,4,1069,,1
11591,,73101839860342360-a,,,,9034,2,4,1069,,1
11592,,73101839730187975-a,,,,9035,2,4,1075,,1
11593,,73101839826096636-a,,,,9036,2,4,1070,,1
11594,,73101839937429069-a,,,,9037,2,4,1075,,1
11595,,73101839553313190-a,,,,9038,2,4,1071,,1
11596,,7310183917358070-a,,,,9039,2,4,1071,,1
11597,,73101839973759953-a,,,,9040,2,4,1071,,1
11598,,73101839652576091-a,,,,9041,2,4,1075,,1
11599,,73101839162559431-a,,,,9042,2,4,1075,,1
11600,,73101839126025224-a,,,,9043,2,4,1075,,1
11601,,73101839559954435-a,,,,9044,2,4,1076,,1
11602,,73101839559954435-cs,,,,9044,1,4,86,,1
11603,,73101839437541405-a,,,,9045,2,4,1075,,1
11604,,73101839437541405-cs,,,,9045,1,4,81,,1
11605,,73101839392182831-a,,,,9046,2,4,1074,,1
11606,,73101839392182831-cs,,,,9046,1,4,86,,1
11607,,73101839845423827-a,,,,9047,2,4,1071,,1
11608,,73101839776654412-a,,,,9048,2,4,1075,,1
11609,,73101839601820621-a,,,,9049,2,4,1075,,1
11610,,73101839866868891-a,,,,9050,2,4,1075,,1
11611,,73101839355194213-a,,,,9051,2,4,1069,,1
11612,,7310183988492292-a,,,,9052,2,4,1075,,1
11613,,73101839436708323-a,,,,9053,2,4,1075,,1
11614,,731018396556806-a,,,,9054,2,4,1071,,1
11615,,73101839108918672-a,,,,9055,2,4,1075,,1
11616,,73101839705031703-a,,,,9056,2,4,1071,,1
11617,,73101839507140304-a,,,,9057,2,4,1075,,1
11618,,73101839630465739-a,,,,9058,2,4,1070,,1
11619,,73101839627606740-a,,,,9059,2,4,1075,,1
11620,,73101839512243231-a,,,,9060,2,4,1075,,1
11621,,73101839354380463-a,,,,9061,2,4,1071,,1
11622,,73101839267782903-a,,,,9062,2,4,1071,,1
11623,,73101839529528787-a,,,,9063,2,4,1075,,1
11624,,73101839163567807-a,,,,9064,2,4,1069,,1
11625,,73101839123621421-a,,,,9065,2,4,1075,,1
11626,,73101839185623036-a,,,,9066,2,4,1075,,1
11627,,73101839526060743-a,,,,9067,2,4,1069,,1
11628,,7310183966422299-a,,,,9068,2,4,1071,,1
11629,,73101839676541114-a,,,,9069,2,4,1071,,1
11630,,73101839317772664-a,,,,9070,2,4,1071,,1
11631,,73101839371427003-a,,,,9071,2,4,1075,,1
11632,,7310183979164952-a,,,,9072,2,4,1069,,1
11633,,73101839591360842-a,,,,9073,2,4,1075,,1
11634,,7310183949828602-a,,,,9074,2,4,1075,,1
11635,,73101839217381720-a,,,,9075,2,4,1075,,1
11636,,73101839268350841-a,,,,9076,2,4,1075,,1
11637,,73101839829495842-a,,,,9077,2,4,1075,,1
11638,,73101839945519265-a,,,,9078,2,4,1075,,1
11639,,73101839945519265-cs,,,,9078,1,4,86,,1
11640,,73101839463460555-a,,,,9079,2,4,1075,,1
11641,,73101839731771336-a,,,,9080,2,4,1075,,1
11642,,73101839159112300-a,,,,9081,2,4,1075,,1
11643,,73101839163897343-a,,,,9082,2,4,1075,,1
11644,,73101839763444962-a,,,,9083,2,4,1075,,1
11645,,73101839769920378-a,,,,9084,2,4,1075,,1
11646,,73101839295651125-a,,,,9085,2,4,1075,,1
11647,,73101839785726583-a,,,,9086,2,4,1075,,1
11648,,73101839534844708-a,,,,9087,2,4,1075,,1
11649,,73101839161919989-a,,,,9088,2,4,1075,,1
11650,,7310183986334704-a,,,,9089,2,4,1069,,1
11651,,7310183939061339-a,,,,9090,2,4,1071,,1
11652,,73101839834634522-a,,,,9091,2,4,1075,,1
11653,,73101839918553569-a,,,,9092,2,4,1075,,1
11654,,7310183956597687-a,,,,9093,2,4,1074,,1
11655,,7310183956597687-cs,,,,9093,1,4,81,,1
11656,,73101839760502708-a,,,,9094,2,4,1077,,1
11657,,73101839760502708-cs,,,,9094,1,4,83,,1
11658,,73101839593299625-a,,,,9095,2,4,1075,,1
11659,,73101839558895710-a,,,,9096,2,4,1071,,1
11660,,73101839464732310-a,,,,9097,2,4,1075,,1
11661,,73101839637878195-a,,,,9098,2,4,1077,,1
11662,,73101839637878195-cs,,,,9098,1,4,84,,1
11663,,73101839127966990-a,,,,9099,2,4,1075,,1
11664,,73101839650456008-a,,,,9100,2,4,1075,,1
11665,,73101839462014594-a,,,,9101,2,4,1075,,1
11666,,73101839747319505-a,,,,9102,2,4,1075,,1
11667,,73101839380317106-a,,,,9103,2,4,1071,,1
11668,,73101839832770276-a,,,,9104,2,4,1075,,1
11669,,73101839832770276-cs,,,,9104,1,4,86,,1
11670,,73101839327224320-a,,,,9105,2,4,1074,,1
11671,,73101839327224320-cs,,,,9105,1,4,81,,1
11672,,7310183980810528-a,,,,9106,2,4,1075,,1
11673,,7310183973603556-a,,,,9107,2,4,1075,,1
11674,,73101839149586578-a,,,,9108,2,4,1075,,1
11675,,73101839994231487-a,,,,9109,2,4,1075,,1
11676,,7310183974573756-a,,,,9110,2,4,1077,,1
11677,,7310183974573756-cs,,,,9110,1,4,84,,1
11678,,73101839372806140-a,,,,9111,2,4,1074,,1
11679,,73101839372806140-cs,,,,9111,1,4,81,,1
11680,,73101839892266800-a,,,,9112,2,4,1075,,1
11681,,73101839733521250-a,,,,9113,2,4,1076,,1
11682,,73101839733521250-cs,,,,9113,1,4,85,,1
11683,,73101839368057240-a,,,,9114,2,4,1075,,1
11684,,73101839368057240-cs,,,,9114,1,4,85,,1
11685,,73101839671460035-a,,,,9115,2,4,1075,,1
11686,,73101839655524806-a,,,,9116,2,4,1075,,1
11687,,7310183915606375-a,,,,9117,2,4,1073,,1
11688,,7310183915606375-cs,,,,9117,1,4,85,,1
11689,,73101839326734287-a,,,,9118,2,4,1075,,1
11690,,73101839326734287-cs,,,,9118,1,4,85,,1
11691,,7310183999967090-a,,,,9119,2,4,1075,,1
11692,,7310183938869703-a,,,,9120,2,4,1075,,1
11693,,73101839571619386-a,,,,9121,2,4,1075,,1
11694,,73101839571619386-cs,,,,9121,1,4,85,,1
11695,,73101839419144347-a,,,,9122,2,4,1075,,1
11696,,73101839567717664-a,,,,9123,2,4,1071,,1
11697,,73101839761659526-a,,,,9124,2,4,1075,,1
11698,,73101839276065433-a,,,,9125,2,4,1071,,1
11699,,73101839244366754-a,,,,9126,2,4,1075,,1
11700,,73101839978160708-a,,,,9127,2,4,1075,,1
11701,,73101839966235933-a,,,,9128,2,4,1075,,1
11702,,73101839120671978-a,,,,9129,2,4,1075,,1
11703,,73101839193598603-a,,,,9130,2,4,1075,,1
11704,,73101839153902273-a,,,,9131,2,4,1075,,1
11705,,7310183930991730-a,,,,9132,2,4,1069,,1
11706,,73101839381307537-a,,,,9133,2,4,1071,,1
11707,,73101839493174725-a,,,,9134,2,4,1077,,1
11708,,73101839493174725-cs,,,,9134,1,4,83,,1
11709,,73101839120069543-a,,,,9135,2,4,1077,,1
11710,,73101839120069543-cs,,,,9135,1,4,83,,1
11711,,73101839388007708-a,,,,9136,2,4,1077,,1
11712,,73101839388007708-cs,,,,9136,1,4,84,,1
11713,,73101839786665808-a,,,,9137,2,4,1075,,1
11714,,73101839312169397-a,,,,9138,2,4,1075,,1
11715,,73101839752678331-a,,,,9139,2,4,1075,,1
11716,,73101839752678331-cs,,,,9139,1,4,81,,1
11717,,73101839184488596-a,,,,9140,2,4,1071,,1
