pk,vocabulary_pk,fm_dl_id,wals_equivalent,affiliation,family,genus,countries
294,,873046438371866,,Mixe-Zoque,http://wals.info/languoid/family/mixezoque,,
295,,810252249509986281,,Mixe-Zoque,http://wals.info/languoid/family/mixezoque,,
296,,9211173286323888,,"Altaic, Mongolic",http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/mongolic,
297,,873054168087495,,"Afro-Asiatic, Semitic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/semitic,
298,,873054322586746,,Indo-European,http://wals.info/languoid/family/indoeuropean,,
299,,873046243418386,,"Tai-Kadai, Kam-Tai",http://wals.info/languoid/family/taikadai,http://wals.info/languoid/genus/kamtai,
300,,9221221888773387,,"Afro-Asiatic, West Chadic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/westchadic,
301,,87304675458163,,Mayan,http://wals.info/languoid/family/mayan,,
302,,873046490214463,,Mayan,http://wals.info/languoid/family/mayan,,
303,,92142233395079265,http://wals.info/languoid/genus/qiangic,Tibeto-Burman,http://wals.info/languoid/family/sinotibetan,,
304,,873046734432035,http://wals.info/languoid/family/quechuan,"Quechuan, Quechuan",http://wals.info/languoid/family/quechuan,http://wals.info/languoid/genus/quechuan,
305,,873046662629207,http://wals.info/languoid/lect/wals_code_qch,Mayan,http://wals.info/languoid/family/mayan,http://wals.info/languoid/genus/mayan,
306,,873054424530819,,"Austronesian, Oceanic",http://wals.info/languoid/family/austronesian,http://wals.info/languoid/genus/oceanic,
307,,873046364362826,,"Austronesian, Oceanic",http://wals.info/languoid/family/austronesian,http://wals.info/languoid/genus/oceanic,
308,,873046974716751,,"Indo-European, Romance",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/romance,
309,,87304629316396,http://wals.info/languoid/lect/wals_code_rus,"Indo-European, Slavic",Indo-European,Slavic,
310,,873046440023417,,Japanese,http://wals.info/languoid/family/japanese,,
311,,873046128809798,,Nilo-Saharan,http://wals.info/languoid/family/nilosaharan,,
312,,873046510256037,http://wals.info/languoid/lect/wals_code_shm,"Niger-Congo, Bantoid",http://wals.info/languoid/family/nigercongo,http://wals.info/languoid/genus/bantoid,
313,,873046204848632,http://wals.info/languoid/lect/wals_code_sdw,"Khoisan, Sandawe",Khoisan,Sandawe,
314,,873046552772376,http://wals.info/languoid/lect/wals_code_gae,"Indo-European, Celtic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/celtic,
280,,873046752535620,,isolate,,,
315,,873046107158498,http://wals.info/languoid/lect/wals_code_skp,"Uralic, Samoyedic",Uralic,Samoyedic,
316,,873046583338623,http://wals.info/languoid/genus/semitic,Afro-Asiatic,http://wals.info/languoid/family/afroasiatic,,
317,,92122118211233765,http://wals.info/languoid/lect/wals_code_sen,"Niger-Congo, Bantoid",Niger-Congo,Bantoid,
318,,873046663678398,,Indo-European,http://wals.info/languoid/family/indoeuropean,,
319,,873046167243822,http://wals.info/languoid/genus/slavic,Indo-European,http://wals.info/languoid/family/indoeuropean,,
320,,873054198471701,,"Indo-European, Slavic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/slavic,
321,,873046670949454,http://wals.info/languoid/lect/wals_code_svk,"Indo-European, Slavic",Indo-European,Slavic,
322,,873046817960723,http://wals.info/languoid/genus/songhay,Nilo-Saharan,http://wals.info/languoid/family/nilosaharan,,
323,,873046449081852,,"Austro-Asiatic, Aslian",http://wals.info/languoid/family/austroasiatic,http://wals.info/languoid/genus/aslian,
324,,873054783719456,,"Indo-European, Slavic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/slavic,
325,,92211148888773387,http://wals.info/languoid/lect/wals_code_mcd,"Indo-European, Slavic",Indo-European,Slavic,
326,,92211147461191679,http://wals.info/languoid/lect/wals_code_slo,Indo-European,http://wals.info/languoid/family/indoeuropean,,
327,,873046528020558,,"Austronesian, Sulawesi",http://wals.info/languoid/family/austronesian,http://wals.info/languoid/genus/sulawesi,
328,,8771729148973666,http://wals.info/languoid/genus/southerncushitic,Afro-Asiatic,http://wals.info/languoid/family/afroasiatic,,
329,,92142233687385478,,Sino-Tibetan,http://wals.info/languoid/family/sinotibetan,,
330,,873054282020976,http://wals.info/languoid/lect/wals_code_wrd,"Australian, Yangmanic",Australian,Yangmanic,
331,,873046394812829,http://wals.info/languoid/lect/wals_code_sra,"other, Creoles and Pidgins",other,Creoles and Pidgins,
332,,873046117982189,http://wals.info/languoid/lect/wals_code_ams,"Afro-Asiatic, Semitic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/semitic,
333,,873046141022053,http://wals.info/languoid/lect/wals_code_sun,"Austronesian, Sundanese",Austronesian,Sundanese,
334,,873046561859376,,"Indo-European, Romance",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/romance,
335,,873046716619766,http://wals.info/languoid/lect/wals_code_tah,"Austronesian, Oceanic",Austronesian,Oceanic,
336,,873054973989429,,"Tai-Kadai, Kam-Tai",http://wals.info/languoid/family/taikadai,http://wals.info/languoid/genus/kamtai,
337,,873054497136158,,Arawakan,http://wals.info/languoid/family/arawakan,,
338,,873046357854664,,"Afro-Asiatic, Berber",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/berber,
339,,873046861842290,http://wals.info/languoid/lect/wals_code_tml,"Dravidian, Southern Dravidian",Dravidian,Southern Dravidian,
340,,873046430412322,http://wals.info/languoid/lect/wals_code_tvo,"Altaic, Turkic",Altaic,Turkic,
341,,92142234839118509,http://wals.info/languoid/lect/wals_code_dhr,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
342,,873046470723903,,Sino-Tibetan,http://wals.info/languoid/family/sinotibetan,,
343,,873046295631462,http://wals.info/languoid/family/sinotibetan,Sino-Tibetan,http://wals.info/languoid/family/sinotibetan,,
344,,92142233512116891,,"Sino-Tibetan, Burmese-Lolo",http://wals.info/languoid/family/sinotibetan,http://wals.info/languoid/genus/burmeselolo,
345,,873046211997741,http://wals.info/languoid/lect/wals_code_bto,Austronesian,http://wals.info/languoid/family/austronesian,,
346,,92201640211233765,,Indo-European,http://wals.info/languoid/family/indoeuropean,,
347,,92201639888773387,,Indo-European,http://wals.info/languoid/family/indoeuropean,,
348,,87304688589748,http://wals.info/languoid/lect/wals_code_toj,"Mayan, Mayan",Mayan,Mayan,
349,,873046148973666,http://wals.info/languoid/lect/wals_code_tpi,"other, Creoles and Pidgins",other,Creoles and Pidgins,
350,,873054720643530,http://wals.info/languoid/lect/wals_code_tla,"Austronesian, Oceanic",Austronesian,Oceanic,
351,,87304619993621,http://wals.info/languoid/lect/wals_code_tbu,"Nilo-Saharan, Western Saharan",Nilo-Saharan,Western Saharan,
352,,873046223769206,http://wals.info/languoid/lect/wals_code_tuc,Tucanoan,http://wals.info/languoid/family/tucanoan,http://wals.info/languoid/genus/tucanoan,
353,,873046436721753,http://wals.info/languoid/lect/wals_code_tup,Tupian,http://wals.info/languoid/family/tupian,,
354,,873054809766866,http://wals.info/languoid/genus/tupiguarani,Tupian,http://wals.info/languoid/family/tupian,,
355,,873054780369246,,"Altaic, Turkic",http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/turkic,
356,,873046849298885,http://wals.info/languoid/lect/wals_code_tur,"Altaic, Turkic",Altaic,Turkic,
357,,873046769335691,http://wals.info/languoid/lect/wals_code_tze,"Mayan, Mayan",Mayan,Mayan,
358,,87304640613058,http://wals.info/languoid/lect/wals_code_tzo,Mayan,http://wals.info/languoid/family/mayan,http://wals.info/languoid/genus/mayan,
359,,873046570428998,http://wals.info/languoid/lect/wals_code_ukr,"Indo-European, Slavic",Indo-European,Slavic,
361,,873046255705234,http://wals.info/languoid/lect/wals_code_sou,"Indo-European, Slavic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/slavic,
362,,873046833881352,http://wals.info/languoid/lect/wals_code_ute,"Uto-Aztecan, Numic",Uto-Aztecan,Numic,
363,,873046776003049,,"Indo-European, Indic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/indic,
364,,873046610385373,http://wals.info/languoid/genus/gur,Niger-Congo,http://wals.info/languoid/family/nigercongo,,
365,,873046195401390,http://wals.info/languoid/lect/wals_code_wlm,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
366,,92142231888773387,http://wals.info/languoid/lect/wals_code_wam,"Australian, West Barkly",Australian,West Barkly,
367,,92142234537292565,,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
368,,873046875498235,http://wals.info/languoid/lect/wals_code_wrl,"Australian, Pama-Nyungan",Australian,Pama-Nyungan,
360,,8731249878650777,,,,,
369,,92142234304293781,http://wals.info/languoid/lect/wals_code_wlw,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
370,,873046790619588,,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
371,,873046822002126,,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
372,,873046790991281,http://wals.info/languoid/lect/wals_code_wsk,"Trans-New Guinea, Madang",Trans-New Guinea,Madang,
373,,873046589118509,http://wals.info/languoid/lect/wals_code_wel,"Indo-European, Celtic",Indo-European,Celtic,
374,,91291432211233765,http://wals.info/languoid/lect/wals_code_npi,"Indo-European, Germanic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/germanic,
375,,87304654052233,,"Indo-European, Romance",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/romance,
376,,873046682311611,,Austronesian,http://wals.info/languoid/family/austronesian,,
377,,87304670526575,,Mayan,http://wals.info/languoid/family/mayan,,
378,,92142234507042983,,"Australian, Pama-Nyungan",http://wals.info/languoid/family/australian,http://wals.info/languoid/genus/pamanyungan,
379,,873046786884580,http://wals.info/languoid/lect/wals_code_wlf,"Niger-Congo, Northern Atlantic",Niger-Congo,Northern Atlantic,
380,,92142231211233765,,"Altaic, Mongolic",http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/mongolic,
381,,92142232123968694,,unclear,,,
382,,873046635452702,http://wals.info/languoid/lect/wals_code_yny,"Australian, Pama-Nyungan",Australian,Pama-Nyungan,
383,,873046239055002,http://wals.info/languoid/lect/wals_code_yao,"Niger-Congo, Bantoid",http://wals.info/languoid/family/nigercongo,http://wals.info/languoid/genus/bantoid,
384,,873046533048534,http://wals.info/languoid/lect/wals_code_yor,"Niger-Congo, Defoid",Niger-Congo,Defoid,
385,,873046743413112,,Mayan,http://wals.info/languoid/family/mayan,,
386,,873046971757467,,"Niger-Congo, Bantoid",http://wals.info/languoid/family/nigercongo,http://wals.info/languoid/genus/bantoid,
387,,873046253822916,,"Niger-Congo, Bantoid",http://wals.info/languoid/family/nigercongo,http://wals.info/languoid/genus/bantoid,
388,,9341221849275472,http://wals.info/languoid/lect/wals_code_kuq,"Altaic, Turkic",Altaic,Turkic,
389,,9341221554687327,,"Altaic, Turkic",http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/turkic,
390,,936942875844292,,"Afro-Asiatic, Semitic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/semitic,
391,,936177784987605,http://wals.info/languoid/lect/wals_code_tng,"Austronesian, Oceanic",Austronesian,Oceanic,
392,,936178645128228,http://wals.info/languoid/lect/wals_code_sam,"Austronesian, Oceanic",Austronesian,Oceanic,
393,,936178185253147,http://wals.info/languoid/lect/wals_code_mrq,"Austronesian, Oceanic",Austronesian,Oceanic,
394,,93271819875844292,,"Indo-European, Slavic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/slavic,
395,,96172323279751670,,"Niger-Congo, Kwa",http://wals.info/languoid/family/nigercongo,http://wals.info/languoid/genus/kwa,
1,1,,http://wals.info/languoid/lect/wals_code_swa,"Niger-Congo, Bantoid",Niger-Congo,Bantoid,
2,2,,http://wals.info/languoid/lect/wals_code_irq,"Afro-Asiatic, Southern Cushitic",Afro-Asiatic,Southern Cushitic,
18,18,,http://wals.info/languoid/lect/wals_code_ket,"Yeniseian, Yeniseian",Yeniseian,Yeniseian,
19,19,,,"Altaic, Turkic",http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/turkic,
20,20,,,Tungusic,http://wals.info/languoid/family/altaic,http://wals.info/languoid/genus/tungusic,
21,21,,http://wals.info/languoid/lect/wals_code_jpn,"Japanese, Japanese",Japanese,Japanese,
22,22,,http://wals.info/languoid/lect/wals_code_mnd,"Sino-Tibetan, Chinese",http://wals.info/languoid/family/sinotibetan,http://wals.info/languoid/genus/chinese,
23,23,,http://wals.info/languoid/lect/wals_code_tha,"Tai-Kadai, Kam-Tai",Tai-Kadai,Kam-Tai,
24,24,,http://wals.info/languoid/lect/wals_code_vie,"Austro-Asiatic, Viet-Muong",Austro-Asiatic,Viet-Muong,
25,25,,http://wals.info/languoid/lect/wals_code_hmd,"Hmong-Mien, Hmong-Mien",http://wals.info/languoid/family/hmongmien,http://wals.info/languoid/genus/hmongmien,
26,26,,,"Austro-Asiatic, Aslian",http://wals.info/languoid/family/austroasiatic,http://wals.info/languoid/genus/aslian,
27,27,,http://wals.info/languoid/lect/wals_code_ind,"Austronesian, Malayic",Austronesian,Malayic,
28,28,,http://wals.info/languoid/lect/wals_code_mal,"Austronesian, Barito",Austronesian,Barito,
29,29,,http://wals.info/languoid/lect/wals_code_tak,"Austronesian, Oceanic",Austronesian,Oceanic,
30,30,,http://wals.info/languoid/lect/wals_code_haw,"Austronesian, Oceanic",Austronesian,Oceanic,
31,31,,http://wals.info/languoid/lect/wals_code_gji,"Australian, Pama-Nyungan",Australian,Pama-Nyungan,
32,32,,http://wals.info/languoid/lect/wals_code_yaq,"Uto-Aztecan, Cahita",Uto-Aztecan,Cahita,
33,33,,http://wals.info/languoid/lect/wals_code_tzz,"Mayan, Mayan",http://wals.info/languoid/family/mayan,http://wals.info/languoid/genus/mayan,
34,34,,http://wals.info/languoid/lect/wals_code_kek,"Mayan, Mayan",http://wals.info/languoid/family/mayan,http://wals.info/languoid/genus/mayan,
35,35,,http://wals.info/languoid/lect/wals_code_otm,"Oto-Manguean, Otomian",http://wals.info/languoid/family/otomanguean,http://wals.info/languoid/genus/otomian,
36,36,,http://wals.info/languoid/lect/wals_code_srm,"other, Creoles and Pidgins",other,Creoles and Pidgins,
37,37,,http://wals.info/languoid/lect/wals_code_qim,"Quechuan, Quechuan",http://wals.info/languoid/family/quechuan,http://wals.info/languoid/genus/quechuan,
38,38,,http://wals.info/languoid/lect/wals_code_car,Cariban,http://wals.info/languoid/family/cariban,http://wals.info/languoid/genus/cariban,
39,39,,http://wals.info/languoid/lect/wals_code_hpd,Nadahup,http://wals.info/languoid/family/nadahup,http://wals.info/languoid/genus/nadahup,
40,40,,http://wals.info/languoid/lect/wals_code_wch,"Matacoan, Matacoan",Matacoan,Matacoan,
41,41,,http://wals.info/languoid/lect/wals_code_map,"Araucanian, Araucanian",Araucanian,Araucanian,
58,,873054163748088,,"Indo-European, Romance",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/romance,
59,,873046958042334,,"Afro-Asiatic, Semitic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/semitic,
60,,92142232645128228,http://wals.info/languoid/family/austroasiatic,,,,
61,,87305421339406,http://wals.info/languoid/family/austronesian,,,,
62,,873046422615821,http://wals.info/languoid/lect/wals_code_ava,"Nakh-Daghestanian, Avar-Andic-Tsezic",Nakh-Daghestanian,Avar-Andic-Tsezic,
63,,873046304687327,http://wals.info/languoid/lect/wals_code_aym,"Aymaran, Aymaran",Aymaran,Aymaran,
64,,929134886323888,http://wals.info/languoid/lect/wals_code_aze,"Altaic, Turkic",Altaic,Turkic,
65,,873046109911327,http://wals.info/languoid/lect/wals_code_bal,"Austronesian, Bali-Sasak",Austronesian,Bali-Sasak,
116,,873046573799617,,,,,
146,,873046778567710,,Mayan,http://wals.info/languoid/family/mayan,,
270,,92142232189108517,,isolate,,,
287,,92142231784987605,,Altaic,http://wals.info/languoid/family/altaic,,
3,3,,http://wals.info/languoid/lect/wals_code_dug,"Afro-Asiatic, Eastern Cushitic",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/easterncushitic,
4,4,,http://wals.info/languoid/lect/wals_code_hau,"Afro-Asiatic, West Chadic",Afro-Asiatic,West Chadic,
5,5,,http://wals.info/languoid/lect/wals_code_knr,"Nilo-Saharan, Western Saharan",Nilo-Saharan,Western Saharan,
6,6,,http://wals.info/languoid/lect/wals_code_brf,"Afro-Asiatic, Berber",http://wals.info/languoid/family/afroasiatic,http://wals.info/languoid/genus/berber,
7,7,,http://wals.info/languoid/lect/wals_code_sey,"other, Creoles and Pidgins",other,Creoles and Pidgins,
8,8,,http://wals.info/languoid/lect/wals_code_rom,"Indo-European, Romance",Indo-European,Romance,
9,9,,,Indo-European,http://wals.info/languoid/family/indoeuropean,,
10,10,,http://wals.info/languoid/lect/wals_code_srl,"Indo-European, Slavic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/slavic,
11,11,,,"Indo-European, Germanic",http://wals.info/languoid/family/indoeuropean,http://wals.info/languoid/genus/germanic,
12,12,,http://wals.info/languoid/lect/wals_code_dut,"Indo-European, Germanic",Indo-European,Germanic,
13,13,,http://wals.info/languoid/lect/wals_code_eng,"Indo-European, Germanic",Indo-European,Germanic,
14,14,,http://wals.info/languoid/lect/wals_code_ski,"Uralic, Saami",http://wals.info/languoid/family/uralic,http://wals.info/languoid/genus/saami,
15,15,,http://wals.info/languoid/lect/wals_code_bez,"Nakh-Daghestanian, Avar-Andic-Tsezic",Nakh-Daghestanian,Avar-Andic-Tsezic,
16,16,,http://wals.info/languoid/lect/wals_code_arc,"Nakh-Daghestanian, Lezgic",Nakh-Daghestanian,Lezgic,
17,17,,,Tibeto-Burman,http://wals.info/languoid/family/sinotibetan,,
