borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
0,0.5,0.5,34260,5. no evidence for borrowing,analyzable compound
1,0.6,0.5,34261,1. clearly borrowed,analyzable compound
0,0.5,0.5,34262,5. no evidence for borrowing,analyzable compound
0,0.9,1,34263,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34264,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34265,5. no evidence for borrowing,analyzable compound
0,0.9,1,34266,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34267,5. no evidence for borrowing,analyzable compound
0,0.6,1,34268,5. no evidence for borrowing,unanalyzable
0,0.6,1,34269,5. no evidence for borrowing,unanalyzable
0,0.6,1,34270,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34271,5. no evidence for borrowing,analyzable compound
0,0.9,1,34272,5. no evidence for borrowing,unanalyzable
0,0.6,1,34273,5. no evidence for borrowing,unanalyzable
0,0.6,1,34274,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34275,5. no evidence for borrowing,analyzable compound
0,0.9,1,34276,5. no evidence for borrowing,unanalyzable
0,0.6,1,34277,5. no evidence for borrowing,unanalyzable
0,0.6,1,34278,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34279,5. no evidence for borrowing,analyzable compound
0,0.6,1,34280,5. no evidence for borrowing,unanalyzable
0,0.9,1,34281,5. no evidence for borrowing,unanalyzable
0,0.6,1,34282,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34283,5. no evidence for borrowing,analyzable compound
0,0.9,1,34284,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34285,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34286,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34287,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34288,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34289,5. no evidence for borrowing,analyzable compound
0,0.9,1,34290,5. no evidence for borrowing,unanalyzable
0,0.9,1,34291,5. no evidence for borrowing,unanalyzable
0,0.6,1,34292,5. no evidence for borrowing,unanalyzable
0,0.9,1,34293,5. no evidence for borrowing,unanalyzable
0,0.9,1,34294,5. no evidence for borrowing,unanalyzable
0,0.6,1,34295,5. no evidence for borrowing,unanalyzable
0,0.6,1,34296,5. no evidence for borrowing,unanalyzable
0,0.6,1,34297,5. no evidence for borrowing,unanalyzable
0,0.6,1,34298,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34299,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34300,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34301,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34302,5. no evidence for borrowing,analyzable derived
0,0.9,1,34303,5. no evidence for borrowing,unanalyzable
0,0.6,1,34304,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34305,5. no evidence for borrowing,analyzable derived
0,0.6,1,34306,5. no evidence for borrowing,unanalyzable
0,0.6,1,34307,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34308,5. no evidence for borrowing,analyzable compound
0,0.6,1,34309,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34310,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34311,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34312,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34313,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34314,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34315,5. no evidence for borrowing,analyzable compound
0,0.6,1,34316,5. no evidence for borrowing,unanalyzable
0,0.6,1,34317,5. no evidence for borrowing,unanalyzable
0,0.9,1,34318,5. no evidence for borrowing,unanalyzable
0,0.9,1,34319,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34320,5. no evidence for borrowing,analyzable derived
0,0.6,1,34321,5. no evidence for borrowing,unanalyzable
0,0.9,1,34322,5. no evidence for borrowing,unanalyzable
0,0.5,1,34323,5. no evidence for borrowing,unanalyzable
0,0.9,1,34324,5. no evidence for borrowing,unanalyzable
0,0.6,1,34325,5. no evidence for borrowing,unanalyzable
0,0.6,1,34326,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34327,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34328,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34329,5. no evidence for borrowing,analyzable derived
0,0.9,1,34330,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34331,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34332,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34333,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34334,5. no evidence for borrowing,analyzable derived
0,0.9,1,34335,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34336,5. no evidence for borrowing,analyzable derived
0,0.6,1,34415,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34337,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34338,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34339,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34340,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34341,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34342,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34343,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34344,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34345,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34346,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34347,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34348,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34349,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34350,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,34351,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34352,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34353,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34354,5. no evidence for borrowing,analyzable derived
0,0.9,1,34355,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34356,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34357,5. no evidence for borrowing,analyzable compound
1,0.6,1,34358,1. clearly borrowed,unanalyzable
0,0.5,0.5,34359,5. no evidence for borrowing,analyzable derived
0,0.6,1,34360,5. no evidence for borrowing,unanalyzable
0,0.9,1,34361,5. no evidence for borrowing,unanalyzable
0,0.9,1,34362,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34363,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34364,5. no evidence for borrowing,analyzable compound
1,0.6,1,34365,1. clearly borrowed,unanalyzable
0,0.9,1,34366,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34367,5. no evidence for borrowing,analyzable derived
0,0.6,1,34368,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34369,5. no evidence for borrowing,analyzable compound
0,0.6,1,34370,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34371,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34372,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34373,5. no evidence for borrowing,analyzable derived
0,0.6,1,34374,5. no evidence for borrowing,unanalyzable
1,0.6,1,34375,1. clearly borrowed,unanalyzable
0,0.6,1,34376,5. no evidence for borrowing,unanalyzable
0,0.9,1,34377,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,34378,5. no evidence for borrowing,semi-analyzable
0,0.6,1,34379,5. no evidence for borrowing,unanalyzable
0,0.9,1,34380,5. no evidence for borrowing,unanalyzable
0,0.6,1,34381,5. no evidence for borrowing,unanalyzable
0,0.9,1,34382,5. no evidence for borrowing,unanalyzable
0,0.6,1,34383,5. no evidence for borrowing,unanalyzable
0,0.9,0.75,34384,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,34385,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34386,5. no evidence for borrowing,analyzable compound
0,0.6,1,34387,5. no evidence for borrowing,unanalyzable
0,0.6,1,34388,5. no evidence for borrowing,unanalyzable
0,0.9,1,34389,5. no evidence for borrowing,unanalyzable
0,0.6,1,34390,5. no evidence for borrowing,unanalyzable
0,0.9,1,34391,5. no evidence for borrowing,unanalyzable
0,0.6,1,34392,5. no evidence for borrowing,unanalyzable
0,0.9,1,34393,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34394,5. no evidence for borrowing,analyzable derived
0,0.9,1,34395,5. no evidence for borrowing,unanalyzable
0,0.9,1,34396,5. no evidence for borrowing,unanalyzable
0,0.6,1,34397,5. no evidence for borrowing,unanalyzable
0,0.6,1,34398,5. no evidence for borrowing,unanalyzable
0,0.6,1,34399,5. no evidence for borrowing,unanalyzable
0,0.9,1,34400,5. no evidence for borrowing,unanalyzable
0,0.6,1,34401,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34402,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34403,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34404,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,34405,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34406,5. no evidence for borrowing,analyzable compound
0,0.6,1,34407,5. no evidence for borrowing,unanalyzable
0,0.6,1,34408,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34409,5. no evidence for borrowing,analyzable compound
0,0.6,1,34410,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34411,5. no evidence for borrowing,analyzable compound
0,0.6,1,34412,5. no evidence for borrowing,unanalyzable
0,0.6,1,34413,5. no evidence for borrowing,unanalyzable
0,0.9,1,34414,5. no evidence for borrowing,unanalyzable
,,,58431,,
,,,58432,,
1,0.6,1,34416,1. clearly borrowed,unanalyzable
0,0.9,1,34417,5. no evidence for borrowing,unanalyzable
0,0.9,1,34418,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34419,5. no evidence for borrowing,analyzable compound
0,0.6,1,34420,5. no evidence for borrowing,unanalyzable
0,0.9,1,34421,5. no evidence for borrowing,unanalyzable
0,0.6,1,34422,5. no evidence for borrowing,unanalyzable
1,0.6,1,34423,1. clearly borrowed,unanalyzable
1,0.6,1,34424,1. clearly borrowed,unanalyzable
1,1,1,34425,1. clearly borrowed,unanalyzable
1,1,1,34426,1. clearly borrowed,unanalyzable
1,0.6,1,34427,1. clearly borrowed,unanalyzable
0,0.6,1,34428,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34429,5. no evidence for borrowing,analyzable phrasal
1,0.6,0.5,34430,1. clearly borrowed,analyzable phrasal
0,0.9,0.5,34431,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34432,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34433,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34434,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34435,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34436,5. no evidence for borrowing,analyzable compound
0,0.9,1,34437,5. no evidence for borrowing,unanalyzable
0,0.6,1,34438,5. no evidence for borrowing,unanalyzable
0,0.9,1,34439,5. no evidence for borrowing,unanalyzable
0,0.9,1,34440,5. no evidence for borrowing,unanalyzable
0,0.6,1,34441,5. no evidence for borrowing,unanalyzable
0,0.9,1,34442,5. no evidence for borrowing,unanalyzable
0,0.9,1,34443,5. no evidence for borrowing,unanalyzable
0,0.9,1,34444,5. no evidence for borrowing,unanalyzable
0,0.9,1,34445,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34446,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34447,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34448,5. no evidence for borrowing,unanalyzable
0,0.6,1,34449,5. no evidence for borrowing,unanalyzable
0,0.9,1,34450,5. no evidence for borrowing,unanalyzable
0,0.9,1,34451,5. no evidence for borrowing,unanalyzable
1,0.6,1,34452,1. clearly borrowed,unanalyzable
1,1,1,34453,1. clearly borrowed,unanalyzable
1,1,1,34454,1. clearly borrowed,unanalyzable
0,0.9,1,34455,5. no evidence for borrowing,unanalyzable
1,1,1,34456,1. clearly borrowed,unanalyzable
1,0.6,1,34457,1. clearly borrowed,unanalyzable
1,0.6,1,34458,1. clearly borrowed,unanalyzable
1,0.6,1,34459,1. clearly borrowed,unanalyzable
0,0.9,1,34460,5. no evidence for borrowing,unanalyzable
0,0.9,1,34461,5. no evidence for borrowing,unanalyzable
0,0.6,1,34462,5. no evidence for borrowing,unanalyzable
0,0.9,1,34463,5. no evidence for borrowing,unanalyzable
1,1,1,34464,1. clearly borrowed,unanalyzable
0,0.9,1,34465,5. no evidence for borrowing,unanalyzable
0,0.9,1,34466,5. no evidence for borrowing,unanalyzable
0,0.9,1,34467,5. no evidence for borrowing,unanalyzable
0,0.6,1,34468,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34469,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34470,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34471,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34472,5. no evidence for borrowing,analyzable compound
1,0.6,1,34473,1. clearly borrowed,unanalyzable
0,0.6,1,34474,5. no evidence for borrowing,unanalyzable
0,0.9,1,34475,5. no evidence for borrowing,unanalyzable
0,0.6,1,34476,5. no evidence for borrowing,unanalyzable
1,0.6,1,34477,1. clearly borrowed,unanalyzable
1,0.6,1,34478,1. clearly borrowed,unanalyzable
1,1,1,34479,1. clearly borrowed,unanalyzable
0,0.5,0.5,34480,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34481,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,34482,5. no evidence for borrowing,unanalyzable
0,0.6,1,34483,5. no evidence for borrowing,unanalyzable
0,0.9,1,34484,5. no evidence for borrowing,unanalyzable
1,0.6,1,34485,1. clearly borrowed,unanalyzable
1,1,1,34486,1. clearly borrowed,unanalyzable
0,0.9,1,34487,5. no evidence for borrowing,unanalyzable
0,0.6,1,34488,5. no evidence for borrowing,unanalyzable
0,0.6,1,34489,5. no evidence for borrowing,unanalyzable
0,0.6,1,34490,5. no evidence for borrowing,unanalyzable
0,0.6,1,34491,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34492,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34493,5. no evidence for borrowing,unanalyzable
0,0.9,1,34494,5. no evidence for borrowing,unanalyzable
1,0.6,1,34495,1. clearly borrowed,unanalyzable
1,0.6,1,34496,1. clearly borrowed,unanalyzable
1,0.6,1,34497,1. clearly borrowed,unanalyzable
1,1,1,34498,1. clearly borrowed,unanalyzable
0,0.9,1,34499,5. no evidence for borrowing,unanalyzable
0,0.6,1,34500,5. no evidence for borrowing,unanalyzable
1,0.6,1,34501,1. clearly borrowed,unanalyzable
1,0.6,1,34502,1. clearly borrowed,unanalyzable
1,0.6,1,34503,1. clearly borrowed,unanalyzable
1,0.6,1,34504,1. clearly borrowed,unanalyzable
1,1,1,34505,1. clearly borrowed,unanalyzable
0,0.6,1,34506,5. no evidence for borrowing,unanalyzable
0,0.6,1,34507,5. no evidence for borrowing,unanalyzable
0,0.9,1,34508,5. no evidence for borrowing,unanalyzable
0,0.9,1,34509,5. no evidence for borrowing,unanalyzable
1,0.6,1,34510,1. clearly borrowed,unanalyzable
0,0.9,1,34511,5. no evidence for borrowing,unanalyzable
0,0.9,1,34512,5. no evidence for borrowing,unanalyzable
0,0.5,1,34513,5. no evidence for borrowing,unanalyzable
0,0.6,1,34514,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34515,5. no evidence for borrowing,analyzable compound
1,0.6,1,34516,1. clearly borrowed,unanalyzable
0,0.9,1,34517,5. no evidence for borrowing,unanalyzable
0,0.6,1,34518,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34519,5. no evidence for borrowing,analyzable compound
0,0.9,1,34520,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34521,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34522,5. no evidence for borrowing,unanalyzable
1,1,1,34523,1. clearly borrowed,unanalyzable
0,0.9,1,34524,5. no evidence for borrowing,unanalyzable
1,1,1,34525,1. clearly borrowed,unanalyzable
0,0.9,0.5,34526,5. no evidence for borrowing,analyzable compound
0,0.9,1,34527,5. no evidence for borrowing,unanalyzable
0,0.9,1,34528,5. no evidence for borrowing,unanalyzable
0,0.9,1,34529,5. no evidence for borrowing,unanalyzable
0,0.9,1,34530,5. no evidence for borrowing,unanalyzable
0,0.9,1,34531,5. no evidence for borrowing,unanalyzable
0,0.9,1,34532,5. no evidence for borrowing,unanalyzable
1,0.6,1,34533,1. clearly borrowed,unanalyzable
0,0.6,1,34534,5. no evidence for borrowing,unanalyzable
0,0.6,1,34535,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34536,5. no evidence for borrowing,analyzable compound
0,0.6,1,34537,5. no evidence for borrowing,unanalyzable
0,0.9,1,34538,5. no evidence for borrowing,unanalyzable
0,0.9,1,34539,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34540,5. no evidence for borrowing,analyzable compound
0,0.6,1,34541,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34542,5. no evidence for borrowing,analyzable derived
0,0.6,1,34543,5. no evidence for borrowing,unanalyzable
0,0.6,1,34544,5. no evidence for borrowing,unanalyzable
0,0.9,1,34545,5. no evidence for borrowing,unanalyzable
0,0.6,1,34546,5. no evidence for borrowing,unanalyzable
1,0.6,1,34547,1. clearly borrowed,unanalyzable
0,0.9,1,34548,5. no evidence for borrowing,unanalyzable
1,0.6,1,34549,1. clearly borrowed,unanalyzable
0,0.9,1,34550,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34551,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34552,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34553,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34554,5. no evidence for borrowing,unanalyzable
1,1,1,34555,1. clearly borrowed,unanalyzable
0,0.9,1,34556,5. no evidence for borrowing,unanalyzable
0,0.6,1,34557,5. no evidence for borrowing,unanalyzable
0,0.6,1,34558,5. no evidence for borrowing,unanalyzable
0,0.9,1,34559,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34560,5. no evidence for borrowing,analyzable compound
0,0.6,1,34561,5. no evidence for borrowing,unanalyzable
1,0.6,1,34562,1. clearly borrowed,unanalyzable
0,0.9,1,34563,5. no evidence for borrowing,unanalyzable
0,0.9,1,34564,5. no evidence for borrowing,unanalyzable
0,0.9,1,34565,5. no evidence for borrowing,unanalyzable
0,0.6,1,34566,5. no evidence for borrowing,unanalyzable
