language,mean_prec,mean_recall,mean_f1,mean_acc,sample_stdev_prec,sample_stdev_recall,sample_stdev_f1,sample_stdev_acc
Swahili,0.746,0.595,0.657,0.854,0.075,0.081,0.057,0.019
Tarifiyt Berber,0.749,0.728,0.737,0.769,0.049,0.059,0.045,0.038
Selice Romani,0.880,0.884,0.881,0.878,0.034,0.050,0.032,0.031
English,0.640,0.551,0.590,0.748,0.074,0.047,0.048,0.023
Japanese,0.795,0.678,0.730,0.856,0.047,0.060,0.041,0.019
Ceq Wong,0.684,0.631,0.652,0.762,0.087,0.073,0.062,0.032
Yaqui,0.819,0.759,0.786,0.894,0.062,0.069,0.059,0.029
Imbabura Quechua,0.864,0.782,0.820,0.896,0.041,0.043,0.031,0.020
