language,mean_prec,mean_recall,mean_f1,mean_acc,sample_stdev_prec,sample_stdev_recall,sample_stdev_f1,sample_stdev_acc
English,0.505,0.333,0.387,0.826,0.169,0.143,0.129,0.028
Bezhta,0.761,0.379,0.493,0.909,0.141,0.089,0.079,0.013
Archi,0.716,0.230,0.342,0.845,0.189,0.071,0.093,0.034
Romanian,0.441,0.244,0.301,0.889,0.156,0.099,0.120,0.016
Indonesian,0.588,0.364,0.438,0.911,0.138,0.092,0.082,0.018
